last_name, first_name,name,team,player_id,year,Age,AB,PA,HR%,K%,BB%,AVG,SLG,OBP,RBI/PA,CSSB%,SB%,DPTP%,HBP%,IBB%,SacBunt%,SacFly%,R/PA,Sac%,Walkoff,AvgEV(MPH),AvgLA(°),SweetSpot%,Barrel%,SolidContact%,Flare/Burner%,Under%,Topped%,Poor/Weak%,HardHit%,ZoneSwing%,OutofZoneSwing%,OutofZoneContact%,InZoneContact%,Whiff%,Swing%,Pull%,StraightAway%,Oppo%,GB%,FB%,LD%,Popup%,HPto1B,SprintSpeed
Myers, Wil,Wil Myers,SD,571976,2021,31,442,500,0.038461538,28.2,10.8,0.256,0.434,0.334,0.126,0.077844311,0.047904192,0.020361991,0,0.185185185,0,1,0.112,0.008,0,88,10.6,31.1,7.5,3.9,22,26.2,34.4,5.6,38.2,65.7,27.7,52.1,74.3,31.6,46.3,37.7,42.3,20,45.2,27.2,21.3,6.2,4.38,28.3
Naquin, Tyler,Tyler Naquin,CIN,571980,2021,30,411,454,0.04622871,23.3,7.7,0.27,0.477,0.333,0.154185022,0.052916352,0.03307272,0.02189781,0.011013216,0.12987013,0,1,0.114537445,0.00660793,0,89.8,9.6,31.5,10.4,4.2,25.6,20.1,32.5,6.5,41.6,77.6,37.8,62.1,83.9,23.7,56.3,40.9,34.7,24.4,48.4,24,22.1,5.5,4.42,27.7
Owings, Chris,Chris Owings,COL,572008,2021,30,43,50,0.023255814,30,14,0.326,0.628,0.42,0.1,0.142857143,0.095238095,0,0,0.071428571,0,0,0.18,0,0,90.7,13,32.1,14.3,3.6,21.4,17.9,28.6,0,41.7,70.9,23.2,45.5,60.7,41.6,45.9,42.9,32.1,25,39.3,32.1,25,3.6,4.31,28.2
Piscotty, Stephen,Stephen Piscotty,OAK,572039,2021,30,173,188,0.028901734,25.5,6.9,0.22,0.353,0.282,0.085106383,0.01886223,0.01886223,0.011560694,0.010638298,0,0,0,0.074468085,0,0,86.1,17.5,32.8,8.8,1.6,24.8,32,27.2,5.6,36.8,75.1,31.7,54.3,79.5,27.7,53.8,40.8,29.6,29.6,38.4,28.8,22.4,10.4,4.68,25.8
Pollock, AJ,AJ Pollock,LAD,572041,2021,34,384,422,0.0546875,19,7.1,0.297,0.536,0.355,0.163507109,0.066751218,0.060076096,0.010416667,0.014218009,0.563380282,0,1,0.125592417,0.004739336,0,90.2,12,34.3,10.8,6.9,23.9,24.2,28.1,4.6,46.9,73.6,33.4,54.4,85.9,24.2,52.8,38.2,39.2,22.5,39.5,27.8,26.8,5.9,4.39,27.8
Seager, Kyle,Kyle Seager,SEA,572122,2021,34,603,670,0.058043118,24,8.8,0.212,0.438,0.285,0.150746269,0.020947892,0.015710919,0.011608624,0.005970149,0.227272727,0,1,0.108955224,0.005970149,1,89,19.5,35.7,12.3,7.8,17.9,35,23.1,3.8,40.1,72.3,29.1,50.3,79.3,29.6,49.6,43.3,33,23.8,33.4,37.7,19.7,9.2,4.62,25.5
Taylor, Michael A.,Michael A. Taylor,KC,572191,2021,30,483,528,0.02484472,27.3,6.3,0.244,0.356,0.295,0.102272727,0.134822804,0.08988187,0.01863354,0.009469697,0,0.285714286,0.714285714,0.109848485,0.013257576,1,89.4,12.1,30.6,6.6,4.6,26.3,24.3,34.7,3.5,40.2,75.4,30.4,47.2,76.6,30.9,51.9,32.4,41.9,25.7,46.2,27.5,22.5,3.8,4.3,28.2
Thompson, Trayce,Trayce Thompson,CHC,572204,2021,30,28,35,0.142857143,31.4,20,0.25,0.714,0.4,0.257142857,0.142857143,0.142857143,0.071428571,0,0,0,0,0.171428571,0,0,92.3,16.9,47.1,35.3,11.8,17.6,11.8,23.5,0,58.8,57.3,20,52.9,79.1,28.3,37.5,58.8,23.5,17.6,35.3,41.2,17.6,5.9,4.33,28.1
Voit III, Luke,Luke Voit III,NYY,572228,2021,30,213,241,0.051643192,30.7,8.7,0.239,0.437,0.328,0.145228216,0,0,0.056338028,0.029045643,0,0,0,0.107883817,0,1,90.7,15.9,35.3,15.8,7.9,27.3,19.4,24.5,4.3,52.2,75.7,30.1,36,69.9,40.5,51.7,46,32.4,21.6,41,34.5,19.4,5,4.91,24.9
Walker, Christian,Christian Walker,ARI,572233,2021,30,401,445,0.024937656,23.8,8.5,0.244,0.382,0.315,0.103370787,0,0,0.019950125,0.008988764,0.117647059,0,1,0.123595506,0.004494382,0,88.8,15.6,34,6.4,8.4,26.3,28.3,27.3,3.4,41.1,80.7,28,54.7,79.3,27.3,53.6,38.4,33.3,28.3,39.4,28.3,24.2,8.1,4.54,27.4
Zunino, Mike,Mike Zunino,TB,572287,2021,30,333,375,0.099099099,35.2,9.1,0.216,0.559,0.301,0.165333333,0,0,0.021021021,0.018666667,0,0,1,0.170666667,0.002666667,0,90.7,23.2,31.7,24.3,5,14.9,29.2,20.3,6.4,47,66.8,27.9,41.9,69.7,38.8,46.8,55,28.2,16.8,30.2,32.7,19.8,17.3,4.74,26
Carpenter, Matt,Matt Carpenter,STL,572761,2021,36,207,249,0.014492754,30.9,14.1,0.169,0.275,0.305,0.084337349,0.026334848,0.026334848,0.004830918,0.024096386,0.070921986,0,1,0.072289157,0.004016064,0,90,21.1,45,11.5,10.7,26.7,30.5,17.6,3.1,42,63.6,15.3,52.3,74.9,29.7,38.7,42.7,37.4,19.8,30.5,43.5,22.1,3.8,4.54,25.7
Dickerson, Corey,Corey Dickerson,MIA,572816,2021,32,336,365,0.017857143,18.6,6.8,0.271,0.408,0.326,0.079452055,0.092444743,0.050424405,0.023809524,0.008219178,0.147058824,0,1,0.117808219,0.002739726,0,87.8,10.1,29,3,7.8,23.8,23.4,38.3,3.7,35.7,75,35.1,73.1,77,24.3,54.3,36.4,35.3,28.3,49.4,20.1,22.7,7.8,4.32,27.2
Garneau, Dustin,Dustin Garneau,DET,572863,2021,34,62,68,0.096774194,26.5,4.4,0.21,0.581,0.25,0.161764706,0,0,0.032258065,0.014705882,0,0,1,0.132352941,0.029411765,0,86.4,19.2,32.6,10.9,6.5,13,37,21.7,10.9,43.5,68.8,30.3,50,74.7,33.3,48.6,52.2,28.3,19.6,34.8,32.6,19.6,13,4.62,26.3
Ruf, Darin,Darin Ruf,SF,573131,2021,35,262,312,0.061068702,27.9,14.7,0.271,0.519,0.385,0.137820513,0.024975025,0.016650017,0.030534351,0.009615385,0.136054422,0,1,0.131410256,0.003205128,0,93.1,9.7,40.9,14.2,10.8,23.3,17,31.8,1.7,54.9,57.5,19.8,51.8,83.6,25,38.1,40.3,36.9,22.7,43.8,23.3,29.5,3.4,4.7,25.9
Stroman, Marcus,Marcus Stroman,NYM,573186,2021,30,51,58,0,41.4,6.9,0.098,0.137,0.155,0.017241379,0.111234705,0.111234705,0,0,0,1,0,0.034482759,0.051724138,0,80,-2.9,26.7,0,0,13.3,16.7,26.7,43.3,13.3,67,34.6,40.7,58.2,36.2,52.8,33.3,46.7,20,70,6.7,16.7,6.7,5.04,24.1
Yastrzemski, Mike,Mike Yastrzemski,SF,573262,2021,31,468,532,0.053418803,24.6,9.6,0.224,0.457,0.31,0.133458647,0.024254184,0.024254184,0.006410256,0.016917293,0.416666667,0.25,0.75,0.140977444,0.007518797,0,89.5,19.2,32.8,10.3,7.6,19.9,32.6,24.6,3.2,39.2,67.7,22.9,59.1,80.3,24.2,45.9,46.3,33.1,20.5,34.3,35.8,22,7.9,4.39,27.3
Contreras, Willson,Willson Contreras,CHC,575929,2021,29,413,483,0.050847458,28.6,10.8,0.237,0.438,0.34,0.118012422,0.054804531,0.030446961,0.026634383,0.028985507,0.092592593,0,1,0.126293996,0.008281573,0,91.8,9.6,30.1,11.1,9,19.7,18.6,37.6,3.6,48.4,66.1,26.8,40.1,76.9,34.5,45.1,37.3,37.6,25.1,51.6,25.1,18.6,4.7,4.44,27.6
Iglesias, Jose,Jose Iglesias,LAA,578428,2021,31,483,511,0.01863354,14.7,4.1,0.271,0.391,0.309,0.093933464,0.044332136,0.031665812,0.020703934,0.011741683,0,0,1,0.127201566,0.001956947,0,85.4,11.3,35.5,3.4,2.9,28.4,26.7,31.5,6.1,28.6,68.5,43.2,69.8,89.3,18.9,55,32.3,44.3,23.5,42.1,22,29.3,6.6,4.21,28.3
Torreyes, Ronald,Ronald Torreyes,PHI,591720,2021,29,318,344,0.022012579,11.9,5.5,0.242,0.346,0.282,0.119186047,0.030925285,0.020616856,0.022012579,0.002906977,0.363636364,0.833333333,0.166666667,0.087209302,0.01744186,0,82.2,12.2,30.4,0.4,4.2,22.3,29,33.9,10.2,14.1,72.1,32.2,73.6,90.4,14.1,52.8,38.2,37.5,24.4,48.1,22.3,22.6,7.1,4.45,26.9
Valera, Breyvic,Breyvic Valera,TOR,591971,2021,29,87,97,0.011494253,12.4,8.2,0.253,0.356,0.309,0.154639175,0.03336336,0.03336336,0.011494253,0,0,0.5,0.5,0.103092784,0.020618557,0,86,15.3,33.8,0,2.6,28.6,33.8,27.3,7.8,19.5,55.5,18,83.3,92.3,6.5,37.2,36.4,37.7,26,37.7,24.7,29.9,7.8,4.52,26.9
Bryant, Kris,Kris Bryant,CHC,592178,2021,29,513,586,0.048732943,23,10.6,0.265,0.481,0.353,0.124573379,0.058010809,0.048342341,0.01754386,0.015358362,0.377358491,0,1,0.146757679,0.003412969,1,88.1,15.1,36.6,10.3,6.1,24.7,27.1,25.8,5,39.9,73.7,26.6,47,82.3,28,48.7,38.2,38.9,22.9,37.9,29.5,26.3,6.3,4.38,27.9
Canha, Mark,Mark Canha,OAK,592192,2021,32,519,625,0.032755299,20.5,12.3,0.231,0.387,0.358,0.0976,0.062569832,0.053631285,0.01734104,0.0432,0,0,1,0.1488,0.0032,1,87.3,13.5,36.1,7.1,5.9,23.7,26.7,31.8,4.8,35.4,61.5,20.7,61.4,84.6,21.5,40.5,39.7,36.4,23.9,42.2,24.4,26,7.4,4.42,27.8
Casali, Curt,Curt Casali,SF,592200,2021,33,200,231,0.025,28.6,11.3,0.21,0.35,0.312,0.112554113,0,0,0.015,0.017316017,0.353982301,1,0,0.086580087,0.004329004,1,86.4,23,34.8,5.9,5.9,26.7,35.6,17.8,6.7,31.6,72.6,20,46.7,77.2,29.5,46.1,54.1,29.6,16.3,31.9,34.8,20.7,12.6,4.89,24.9
Castellanos, Nick,Nick Castellanos,CIN,592206,2021,29,531,585,0.064030132,20.7,7,0.309,0.576,0.362,0.170940171,0.018888417,0.014166313,0.030131827,0.011965812,0.714285714,0,1,0.162393162,0.01025641,2,89.8,14,44,10.6,11.5,24.3,21.4,26,6.3,46.9,78.8,36.3,51.4,79.8,30.6,55,39.2,35.8,25,38,29.1,29.3,3.6,4.42,27.6
DeShields, Delino,Delino DeShields,CIN,592261,2021,29,47,58,0.021276596,19,15.5,0.255,0.426,0.362,0.103448276,0.142884359,0.095256239,0,0,0,1,0,0.068965517,0.034482759,0,88.2,13,31.6,7.9,10.5,21.1,23.7,26.3,10.5,39.5,65.4,13.2,60,77.6,24,41,34.2,50,15.8,47.4,34.2,18.4,0,4.29,28.3
Drury, Brandon,Brandon Drury,NYM,592273,2021,29,84,88,0.047619048,25,3.4,0.274,0.476,0.307,0.159090909,0,0,0.035714286,0.011363636,0,0,0,0.079545455,0,1,89.7,11.7,24.2,6.5,6.5,19.4,24.2,35.5,6.5,46.8,65.2,39,58.3,86.4,24,52.2,41.9,40.3,17.7,51.6,19.4,19.4,9.7,4.61,26.4
Gamel, Ben,Ben Gamel,PIT,592325,2021,29,340,400,0.023529412,26.3,12.8,0.247,0.388,0.345,0.065,0.065217391,0.02173913,0.020588235,0.0075,0.15625,0.333333333,0.666666667,0.1075,0.015,0,89,16.7,41.5,7.9,8.7,23.2,31.1,24.1,5,36.5,65.7,23.4,41,83,27,44.5,39,38.2,22.8,32.4,29,33.2,5.4,4.37,27.7
Gausman, Kevin,Kevin Gausman,SF,592332,2021,30,54,62,0,50,3.2,0.185,0.185,0.194,0.064516129,0,0,0,0,0,0.833333333,0.166666667,0.096774194,0.096774194,1,82.5,-5.3,17.2,0,0,20.7,6.9,34.5,34.5,0,57.6,35.4,20.6,62.5,29.8,48.7,17.2,48.3,34.5,82.8,6.9,10.3,0,5.24,23.2
Gonzalez, Chi Chi,Chi Chi Gonzalez,COL,592346,2021,29,31,34,0,47.1,2.9,0.161,0.194,0.176,0.029411765,0,0,0,0,0,1,0,0.088235294,0.058823529,0,82.6,-7.7,23.5,5.9,0,17.6,5.9,35.3,35.3,29.4,52.9,32.6,26.7,66.7,34.6,44.4,11.8,70.6,17.6,70.6,11.8,17.6,0,5.35,22.7
Goodrum, Niko,Niko Goodrum,DET,592348,2021,29,290,325,0.031034483,32.9,8.9,0.214,0.359,0.292,0.101538462,0.200210748,0.147523709,0.020689655,0.012307692,0,0,1,0.12,0.006153846,0,88,13.4,37.8,10.3,6.5,25.4,24.3,30.3,3.2,40,68.8,28.5,43.8,70.6,37,48.5,38.4,38.9,22.7,41.1,31.4,24.3,3.2,4.34,28.5
Gray, Jon,Jon Gray,TEX,592351,2021,30,47,50,0,64,0,0.106,0.106,0.1,0.06,0,0,0,0,0,1,0,0.04,0.06,0,87.1,20.5,27.8,0,0,27.8,27.8,22.2,22.2,27.8,53.3,34.2,30.8,51.6,43.3,45.9,11.1,61.1,27.8,50,11.1,27.8,11.1,5.35,22.7
Holaday, Bryan,Bryan Holaday,ARI,592407,2021,34,31,34,0,44.1,2.9,0.194,0.258,0.265,0.029411765,0,0,0,0.058823529,0,0,0,0.058823529,0,0,88.4,22.8,31.3,0,6.3,31.3,31.3,31.3,0,25,72.8,31.1,47.4,59.3,43.6,54.9,43.8,37.5,18.8,37.5,25,25,12.5,4.88,24.9
Jones, JaCoby,JaCoby Jones,DET,592444,2021,29,100,105,0.02,40,4.8,0.17,0.25,0.21,0.085714286,0.181405896,0.090702948,0.02,0,0,0,0,0.085714286,0,0,89.4,10.3,41.4,8.6,6.9,22.4,22.4,39.7,0,36.2,65.3,37.2,50,69.8,36.7,52.3,31,39.7,29.3,44.8,20.7,31,3.4,4.54,27.4
Judge, Aaron,Aaron Judge,NYY,592450,2021,29,550,633,0.070909091,25,11.8,0.287,0.544,0.373,0.154818325,0.033882656,0.025411992,0.029090909,0.004739336,0.169491525,0,1,0.140600316,0.007898894,2,95.8,11.6,38.5,17.6,9.1,23.7,17.6,29.5,1.8,58.4,66.1,23.6,50.4,79.9,29.1,42.5,35.8,37.3,27,42.1,28,27.2,2.8,4.65,27.6
Machado, Manny,Manny Machado,SD,592518,2021,29,564,640,0.04964539,15.9,9.8,0.278,0.489,0.347,0.165625,0.076548991,0.054034582,0.017730496,0.003125,1.020408163,0,1,0.14375,0.0171875,0,93.1,14.1,33.8,13.3,7,24.1,24.7,27.5,2.7,52.4,70.1,29.1,58.6,85.7,23,48,38.3,40,21.8,39.5,25.4,26.4,8.7,4.52,26.4
Marmolejos, Jose,Jose Marmolejos,SEA,592530,2021,28,106,122,0.037735849,32,12.3,0.16,0.311,0.262,0.098360656,0,0,0,0,0,0,1,0.090163934,0.008196721,0,89.4,22.7,30.9,10.3,5.9,14.7,42.6,25,1.5,35.3,64,26.3,49.3,77.2,31.8,43.8,42.6,26.5,30.9,29.4,30.9,25,14.7,4.65,25.7
Moran, Colin,Colin Moran,PIT,592567,2021,29,318,359,0.031446541,24.2,10,0.258,0.39,0.334,0.139275766,0.008339866,0.008339866,0.018867925,0.005571031,0,0,1,0.080779944,0.008356546,1,89.1,7.2,34.2,8.1,3.8,29.1,18.8,35,4.7,37.2,69.5,31.6,61,79.3,26.9,49.1,32.5,42.7,24.8,51.3,20.5,24.4,3.8,4.83,23.9
Payton, Mark,Mark Payton,CIN,592622,2021,30,22,24,0,29.2,8.3,0.182,0.182,0.25,0,0,0,0,0,0,0,0,0.083333333,0,0,85.1,12.4,26.7,0,0,33.3,33.3,26.7,6.7,33.3,64.4,23.9,54.5,75.9,30,44,26.7,60,13.3,40,33.3,26.7,0,4.42,27.5
Pederson, Joc,Joc Pederson,CHC,592626,2021,29,429,481,0.041958042,24.3,8.1,0.238,0.422,0.31,0.126819127,0.033532292,0.013412917,0.020979021,0.016632017,0,0,1,0.114345114,0.01039501,1,90.9,14.1,30.6,9.5,9.5,21.1,25.2,28.4,5,47.5,66.7,32.5,61.3,79.4,26.3,48.7,34.4,39.7,25.9,40.1,29.3,22.7,7.9,4.38,26.9
Ramos, Henry,Henry Ramos,ARI,592656,2021,29,50,55,0.02,21.8,7.3,0.2,0.3,0.255,0.145454545,0,0,0.02,0,0,0,1,0.090909091,0.018181818,0,87.3,13.7,23.1,5.1,2.6,20.5,28.2,38.5,5.1,30.8,77.5,31.8,50,87.3,23,54.1,35.9,35.9,28.2,51.3,20.5,20.5,7.7,4.62,26.3
Realmuto, J.T.,J.T. Realmuto,PHI,592663,2021,30,476,537,0.035714286,24,8.9,0.263,0.439,0.343,0.13594041,0.086866351,0.07057891,0.016806723,0.020484171,0.561797753,0,1,0.119180633,0.003724395,2,89.6,11.5,31.2,8.6,6,26.6,22.9,32.1,3.7,44.7,70,30.4,61.8,78.2,27,49.5,31.5,35.8,32.7,46.7,24.4,23.2,5.7,4.28,28.8
Renfroe, Hunter,Hunter Renfroe,BOS,592669,2021,29,521,572,0.05950096,22.7,7.7,0.259,0.501,0.315,0.167832168,0.016650017,0.005550006,0.011516315,0.001748252,0,0,1,0.155594406,0.01048951,1,90.1,15.6,31.7,13.9,6.3,18.4,27,29,3.3,44.4,66.8,31.9,60.9,80.9,25.9,48.2,42.1,31.5,26.4,38.5,27,22.9,11.6,4.49,27.3
Rosario, Eddie,Eddie Rosario,CLE,592696,2021,30,379,412,0.036939314,14.8,6.3,0.259,0.435,0.303,0.150485437,0.112147137,0.088115608,0.01055409,0.002427184,0,0.333333333,0.666666667,0.101941748,0.014563107,0,88.5,15.4,34.3,5.9,9,22.5,28.7,28.7,4.3,35.9,76,35,73.4,84.9,19.2,53.5,40.1,35.2,24.7,38.6,28.7,24.7,8,4.33,27.2
Sampson, Adrian,Adrian Sampson,CHC,592716,2021,30,7,11,0,63.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0.363636364,0,15,0,25,0,0,0,0,0,100,0,60,47.1,12.5,66.7,39.1,54.8,0,25,75,100,0,0,0,4.57,26.73
Sanchez, Aaron,Aaron Sanchez,SF,592717,2021,29,10,10,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.5,-7.7,0,0,0,0,33.3,66.7,0,0,85.7,20,0,62.5,42.3,68.4,0,66.7,33.3,66.7,0,0,33.3,4.57,26.73
Simmons, Andrelton,Andrelton Simmons,MIN,592743,2021,32,412,451,0.007281553,13.7,7.1,0.223,0.274,0.282,0.068736142,0.007862748,0.007862748,0.033980583,0.006651885,0,0.75,0.25,0.082039911,0.00886918,0,84.1,3.9,29.1,0.6,1.1,22.6,23.2,44.6,7.9,21.8,62.3,28.3,71.7,87.7,16.5,45,37,42.1,20.9,54.8,16.4,21.8,7.1,4.68,26.2
Smith, Caleb,Caleb Smith,ARI,592761,2021,30,22,25,0,56,4,0.091,0.136,0.16,0,0.25,0.25,0,0.04,0,1,0,0.08,0.04,0,74.2,-16.8,22.2,0,11.1,11.1,0,22.2,55.6,11.1,47.2,25.6,36.4,64,36.1,37.5,11.1,66.7,22.2,77.8,11.1,11.1,0,4.5,27
Smyly, Drew,Drew Smyly,ATL,592767,2021,32,41,43,0,44.2,0,0.073,0.073,0.07,0,0,0,0,0,0,1,0,0,0.046511628,0,77.2,-2.3,16.7,0,0,12.5,8.3,54.2,20.8,4.3,65.2,36.2,52.4,68.3,28,54.3,37.5,37.5,25,75,8.3,8.3,8.3,5.26,23.1
Velasquez, Vince,Vince Velasquez,SD,592826,2021,29,23,30,0,30,6.7,0.087,0.087,0.133,0.1,0,0,0,0,0,1,0,0,0.166666667,0,84.7,8.2,21.1,0,5.3,21.1,10.5,26.3,36.8,31.6,72,38.6,35.3,75,22.6,56.4,21.1,36.8,42.1,68.4,5.3,15.8,10.5,4.64,26.2
Walker, Taijuan,Taijuan Walker,NYM,592836,2021,29,47,51,0,56.9,2,0.106,0.106,0.137,0.019607843,0,0,0.021276596,0.019607843,0,1,0,0,0.039215686,0,82.6,-9.7,25,0,0,20,5,40,25,20,56.5,33.8,30.8,55.4,36.3,47.4,20,35,45,70,5,25,0,4.47,27.2
Wilkerson, Stevie,Stevie Wilkerson,BAL,592859,2021,29,72,76,0,39.5,3.9,0.167,0.208,0.211,0.026315789,0.124719381,0.124719381,0,0.013157895,0,0,0,0.065789474,0,0,85,4.5,33.3,0,4.8,21.4,21.4,40.5,11.9,23.8,64.2,32.3,35.7,76.5,35.4,49.8,38.1,42.9,19,57.1,14.3,23.8,4.8,4.5,27
Williams, Mason,Mason Williams,NYM,592863,2021,30,33,37,0.03030303,24.3,10.8,0.212,0.333,0.297,0.027027027,0.091000091,0,0.03030303,0,0.092592593,0,0,0.081081081,0,0,85.8,10.3,29.2,4.2,8.3,20.8,25,37.5,4.2,25,72.2,28.6,62.5,76.9,26.5,53.1,41.7,33.3,25,50,29.2,16.7,4.2,4.55,26.7
Williams, Trevor,Trevor Williams,NYM,592866,2021,29,25,28,0,32.1,3.6,0.2,0.2,0.214,0.035714286,0,0,0,0,0,1,0,0.035714286,0.071428571,0,82.8,-14.6,11.1,0,0,11.1,11.1,55.6,22.2,22.2,47.7,15.9,71.4,80.6,15.8,34.9,22.2,50,27.8,83.3,5.6,11.1,0,5.99,20.3
Yelich, Christian,Christian Yelich,MIL,592885,2021,30,399,475,0.022556391,23.8,14.7,0.248,0.373,0.362,0.107368421,0.069787729,0.052340797,0.012531328,0.006315789,0.340136054,0,1,0.147368421,0.006315789,0,91,2.8,29.4,7.6,8.3,20.8,16.3,43.9,3.1,48.8,67.1,18,47.9,83.2,24.9,41.4,33.9,36.3,29.8,55.7,17,23.9,3.5,4.35,28.3
Merrifield, Whit,Whit Merrifield,KC,593160,2021,32,664,720,0.015060241,14.3,5.6,0.277,0.395,0.317,0.102777778,0.19277953,0.175254118,0.018072289,0.005555556,0.178571429,0,1,0.134722222,0.016666667,0,86.8,13.9,40,3.5,7.2,27.1,27.1,31.8,3.3,28.8,71.3,29,71.1,85.9,18.1,50,34,34.2,31.8,41.7,25.8,26.7,5.8,4.32,28.6
Martinez, Carlos,Carlos Martinez,STL,593372,2021,30,24,25,0,60,0,0.083,0.125,0.08,0,0,0,0,0,0,1,0,0.04,0.04,0,79.5,-16.8,20,0,0,20,20,30,30,10,60,54.1,35,72.7,37.7,57.6,40,40,20,70,10,20,0,4.57,26.73
Bogaerts, Xander,Xander Bogaerts,BOS,593428,2021,29,529,603,0.043478261,18.7,10.3,0.295,0.493,0.37,0.131011609,0.026892564,0.02241047,0.024574669,0.008291874,0.194174757,0,1,0.149253731,0.011608624,0,89.6,12.4,35.9,9.5,5.9,24.8,24.6,31,3.1,43.2,62.3,31,66.5,84.6,22,45.7,41.6,35,23.4,40.2,23.9,28.8,7.1,4.29,27.7
Bonifacio, Jorge,Jorge Bonifacio,PHI,593528,2021,28,11,12,0,50,8.3,0.091,0.091,0.167,0.166666667,0,0,0,0,0,0,0,0,0,0,74.6,12.8,20,0,20,0,40,0,40,20,71.4,36,22.2,66.7,50,52.2,20,20,60,40,40,20,0,4.57,26.73
Rivas, Webster,Webster Rivas,SD,593590,2021,31,68,77,0.029411765,20.8,10.4,0.221,0.338,0.299,0.051948052,0,0,0.088235294,0,0,1,0,0.103896104,0.012987013,0,86.6,10.2,26.4,3.8,1.9,18.9,24.5,43.4,7.5,32.1,64.4,32.5,59.2,88.2,20.9,47.3,39.6,32.1,28.3,58.5,18.9,15.1,7.5,4.79,25.4
Alberto, Hanser,Hanser Alberto,KC,593643,2021,29,241,255,0.008298755,10.2,1.6,0.27,0.402,0.286,0.094117647,0.068558892,0.054847114,0.004149378,0.015686275,0,0.666666667,0.333333333,0.098039216,0.023529412,0,87.1,16.1,32.6,4.5,4.5,25.8,29,27.6,8.6,30.3,82,48.2,71.8,89.6,15.3,64.4,39.8,39.4,20.8,40.3,24.9,24.9,10,4.45,26.8
Polanco, Jorge,Jorge Polanco,MIN,593871,2021,28,588,644,0.056122449,18.3,7,0.269,0.503,0.323,0.152173913,0.081726054,0.052881565,0.006802721,0.007763975,0,0,1,0.150621118,0.00931677,5,89.4,19.3,36.1,10.1,5.9,22.9,33.2,22.7,5,37.4,70.5,29.7,62.3,87.5,19.7,49.5,51.9,29.6,18.5,33,32.8,27.1,7.1,4.23,28
Sano, Miguel,Miguel Sano,MIN,593934,2021,28,470,532,0.063829787,34.4,11.1,0.223,0.466,0.312,0.140977444,0.018074031,0.012049354,0.027659574,0.003759398,0.18018018,0,1,0.127819549,0.001879699,1,93.4,17.6,32.3,17.7,5.2,21.9,28.8,21.5,4.5,55.9,66.1,26.6,36.3,74.1,38.2,44.6,43.8,30.2,26,39.2,29.9,22.6,8.3,4.76,26.5
Difo, Wilmer,Wilmer Difo,PIT,594694,2021,29,219,240,0.01826484,22.5,8.3,0.269,0.384,0.329,0.1,0.01266464,0.01266464,0.00913242,0,0,0,1,0.104166667,0.004166667,0,83.7,12.2,31.9,4.2,1.8,24.1,28.3,33.1,7.8,23.5,80,26.6,60.7,74.4,28,53.5,36.7,34.3,28.9,45.2,24.7,21.7,8.4,4.31,28.6
Calhoun, Kole,Kole Calhoun,ARI,594777,2021,34,166,182,0.030120482,22.5,8.2,0.235,0.373,0.297,0.093406593,0.018500019,0.018500019,0.012048193,0,0,0,1,0.093406593,0.005494505,0,88.5,17.3,38.1,6.3,11.1,23.8,29.4,25.4,4,38.9,81.7,24.4,46.8,75.1,31.9,51.6,46,27.8,26.2,38.1,28.6,23.8,9.5,4.74,24.7
deGrom, Jacob,Jacob deGrom,NYM,594798,2021,33,33,33,0,27.3,0,0.364,0.394,0.364,0.181818182,0,0,0,0,0,0,0,0.121212121,0,0,84.7,1.1,41.7,0,0,41.7,12.5,37.5,8.3,16.7,80,40.5,29.4,70.8,33.8,63.7,37.5,29.2,33.3,45.8,16.7,33.3,4.2,4.29,28.3
Duvall, Adam,Adam Duvall,MIA,594807,2021,33,513,555,0.074074074,31.4,6.3,0.228,0.491,0.281,0.203603604,0.03206053,0.03206053,0.013645224,0.007207207,0.158730159,0,1,0.120720721,0.005405405,0,89.7,23.6,33.3,15.8,5,20.5,33.9,20.2,4.4,43.7,67.1,33.8,51.9,80.7,29.3,50,46.8,35.4,17.8,30.7,40.1,17.8,11.4,4.43,28.6
Eaton, Adam,Adam Eaton,CWS,594809,2021,33,254,288,0.023622047,24.7,7.6,0.201,0.327,0.278,0.104166667,0.037470024,0.037470024,0.023622047,0.024305556,0,0.8,0.2,0.131944444,0.017361111,0,86.6,8.3,29.3,4.3,5.3,22.9,20.7,37.8,9,34,66.9,29.5,60.1,82.4,23.5,47.4,29.8,39.9,30.3,53.2,23.9,19.7,3.2,4.25,28
Gosselin, Phil,Phil Gosselin,LAA,594838,2021,33,345,373,0.020289855,21.7,6.4,0.261,0.362,0.314,0.126005362,0.051228633,0.034152422,0.008695652,0.008042895,0,0,1,0.107238606,0.002680965,0,87.6,11.5,30.2,3.4,8.3,24.9,24.9,33.6,4.5,35.1,60.9,31.4,63.4,86.1,20.9,45.7,28.7,41.1,30.2,45.3,26.8,22.3,5.7,4.27,29.2
Schebler, Scott,Scott Schebler,LAA,594988,2021,31,34,34,0,50,0,0.147,0.235,0.147,0,0,0,0,0,0,0,0,0.088235294,0,0,83.9,20,52.9,5.9,5.9,29.4,35.3,23.5,0,23.5,78.5,46.9,34.8,68.6,41.9,64.9,29.4,35.3,35.3,35.3,23.5,23.5,17.6,4.45,27.3
