last_name, first_name,name,team,player_id,year,Age,AB,PA,HR%,K%,BB%,AVG,SLG,OBP,RBI/PA,CSSB%,SB%,DPTP%,HBP%,IBB%,SacBunt%,SacFly%,R/PA,Sac%,Walkoff,AvgEV(MPH),AvgLA(°),SweetSpot%,Barrel%,SolidContact%,Flare/Burner%,Under%,Topped%,Poor/Weak%,HardHit%,ZoneSwing%,OutofZoneSwing%,OutofZoneContact%,InZoneContact%,Whiff%,Swing%,Pull%,StraightAway%,Oppo%,GB%,FB%,LD%,Popup%,HPto1B,SprintSpeed
Kiermaier, Kevin,Kevin Kiermaier,TB,595281,2021,31,348,390,0.011494253,25.4,8.5,0.259,0.388,0.328,0.094871795,0.109443402,0.070356473,0.011494253,0.012820513,0.235294118,0,1,0.138461538,0.01025641,0,86.6,1.1,29.6,4,3.6,27.7,16.6,41.9,5.9,36.4,74.7,30.2,49.1,76.3,31.3,51.5,31.2,45.1,23.7,56.1,16.6,23.7,3.6,4.11,29.2
Knapp, Andrew,Andrew Knapp,PHI,595284,2021,30,145,159,0.013793103,38.4,6.3,0.152,0.214,0.214,0.06918239,0,0,0.006896552,0.012578616,0,0.5,0.5,0.081761006,0.012578616,1,86.2,13.1,27.9,3.5,9.3,18.6,29.1,25.6,14,31.4,75.9,36.9,47,69.5,37.6,56.2,38.4,30.2,31.4,46.5,30.2,18.6,4.7,4.44,27.4
Wallach, Chad,Chad Wallach,MIA,595453,2021,30,60,66,0,48.5,4.5,0.2,0.267,0.242,0.090909091,0,0,0.016666667,0.015151515,0,0,1,0.03030303,0.03030303,0,84.9,8.1,33.3,3.3,6.7,23.3,20,40,3.3,36.7,63.2,36.5,37.9,67.9,44.4,48.6,23.3,33.3,43.3,56.7,26.7,16.7,0,5.04,24.1
Alfaro, Jorge,Jorge Alfaro,MIA,595751,2021,28,295,311,0.013559322,31.8,3.5,0.244,0.342,0.283,0.096463023,0.102257621,0.090895663,0.027118644,0.01607717,0,0,0,0.07073955,0,2,90.9,1.8,27.6,8.2,5.6,28.1,13.8,39.3,4.6,49,78.7,43.2,49.2,78.7,33.2,59.1,26.5,45.4,28.1,57.1,15.3,25.5,2,4.44,28.4
Profar, Jurickson,Jurickson Profar,SD,595777,2021,28,353,412,0.011331445,15.8,11.9,0.227,0.32,0.328,0.080097087,0.11099929,0.073999526,0.033994334,0.014563107,0.084033613,0.333333333,0.666666667,0.11407767,0.007281553,0,85.6,13.9,30.6,2.7,3.4,24.7,29.6,32.3,5.8,30.7,65.3,22.2,68.8,85.9,17.9,43.7,35.7,34.4,29.9,43.3,20.6,23.7,12.4,4.5,26.3
Baez, Javier,Javier Baez,CHC,595879,2021,29,502,547,0.061752988,33.6,5.1,0.265,0.494,0.318,0.15904936,0.132224943,0.10348039,0.023904382,0.023765996,0.392156863,0,1,0.146252285,0.005484461,1,90.1,10.6,32.7,13.4,7.2,20.9,18.4,35.5,4.4,45.2,75.9,44.5,46.7,70.3,40.5,56.9,40.2,37.7,22.1,46.7,24.9,20.6,7.8,4.32,28.6
Cave, Jake,Jake Cave,MIN,595909,2021,29,164,178,0.018292683,34.8,5.6,0.189,0.293,0.247,0.073033708,0.045489697,0.022744848,0,0.016853933,0,1,0,0.078651685,0.005617978,0,87,8.4,38.8,5.8,7.8,27.2,15.5,37.9,5.8,33,66.9,22.5,32.1,78.3,32.4,45.5,33,39.8,27.2,52.4,15.5,28.2,3.9,4.42,27.9
Evans, Phillip,Phillip Evans,PIT,595943,2021,29,214,247,0.023364486,21.5,11.3,0.206,0.299,0.312,0.064777328,0.012976228,0.012976228,0.014018692,0.020242915,0.088495575,0,0,0.093117409,0,0,88.4,5.3,25.5,4.3,3.7,27.3,18,41.6,5,42.9,67.6,25.8,55.7,85.9,23.6,44.7,34.8,40.4,24.8,56.5,17.4,19.9,6.2,4.46,27.6
Gallagher, Cam,Cam Gallagher,KC,595956,2021,29,112,124,0.008928571,16.1,6.5,0.25,0.33,0.29,0.056451613,0,0,0.017857143,0,0,0.666666667,0.333333333,0.072580645,0.024193548,0,85.9,14.5,35.8,0,2.1,32.6,30.5,27.4,7.4,27.4,67.6,30.8,65.6,92.8,15.3,49.9,40,29.5,30.5,40,20,32.6,7.4,4.86,24.7
Hedges, Austin,Austin Hedges,CLE,595978,2021,29,286,312,0.034965035,27.9,4.8,0.178,0.308,0.215,0.099358974,0.014907573,0.014907573,0.024475524,0.003205128,0.208333333,0.7,0.3,0.102564103,0.032051282,0,85.7,18.9,27.8,3.8,2.9,22.5,34,27.3,8.1,30.1,74.5,33.8,51,77.6,29.4,54,44,32.5,23.4,38.3,28.2,20.6,12.9,4.97,24.5
Heineman, Scott,Scott Heineman,CIN,595981,2021,29,30,34,0.066666667,44.1,8.8,0.1,0.3,0.206,0.088235294,0,0,0.033333333,0.029411765,0,0,0,0.147058824,0,0,82.8,24.6,26.7,13.3,0,0,46.7,33.3,6.7,20,59.4,31.7,26.9,73.7,45.3,43.8,26.7,46.7,26.7,40,33.3,0,26.7,4.26,28.5
Lindor, Francisco,Francisco Lindor,NYM,596019,2021,28,452,524,0.044247788,18.3,11.1,0.23,0.412,0.319,0.120229008,0.083754098,0.059824356,0.015486726,0.009541985,0.36036036,0.666666667,0.333333333,0.139312977,0.017175573,0,90.7,14.4,35.6,8.2,7.7,21.4,27.4,29.3,5.2,44.4,70.9,26.1,61.1,82.2,23.2,47.4,39.5,37.3,23.3,41.6,29.9,21.9,6.6,4.37,27.8
Nogowski Jr., John,John Nogowski Jr.,ATL,596056,2021,28,129,143,0.007751938,15.4,8.4,0.233,0.31,0.301,0.097902098,0.023232581,0,0.015503876,0.006993007,0,0,1,0.097902098,0.006993007,0,88.1,15.6,38,0,3.7,31.5,38,24.1,2.8,28.7,65.5,12.8,59.4,90.9,13.3,42.4,42.6,34.3,23.1,37,29.6,29.6,3.7,4.75,25.1
Odor, Rougned,Rougned Odor,NYY,596059,2021,27,322,361,0.046583851,27.7,7.5,0.202,0.379,0.285,0.108033241,0.00971959,0,0.00931677,0.030470914,0.266666667,1,0,0.11634349,0.002770083,0,89.1,19.6,29.6,9,7.6,18.8,30.9,24.7,7.6,38,74.5,28.9,55.5,77.2,28.9,51,51.6,26.9,21.5,40.4,30.9,16.1,12.6,4.47,26.7
Slater, Austin,Austin Slater,SF,596103,2021,29,274,306,0.04379562,27.5,9.2,0.241,0.423,0.32,0.104575163,0.183823529,0.153186275,0.025547445,0.013071895,0.217391304,0,0,0.12745098,0,0,87.1,8.1,37.4,9.5,6.3,26.8,15.3,34.7,6.8,41.8,66.3,22.5,48.8,75.7,30,45.5,34.7,39.5,25.8,51.6,22.6,24.2,1.6,4.39,28.5
Story, Trevor,Trevor Story,COL,596115,2021,29,526,595,0.045627376,23.4,8.9,0.251,0.471,0.329,0.12605042,0.132819085,0.102168527,0.013307985,0.018487395,0.224719101,0,1,0.14789916,0.008403361,1,90.6,17.3,33.2,9.7,6.6,20.7,31.4,27.8,2,42.9,73.4,30.3,51.6,82.3,27.4,50.8,33.9,37.5,28.6,36.5,30.9,24.2,8.4,4.31,28.7
Stubbs, Garrett,Garrett Stubbs,HOU,596117,2021,28,34,38,0,18.4,5.3,0.176,0.235,0.211,0.078947368,0,0,0,0,0,1,0,0.052631579,0.052631579,0,84.8,13.9,13.8,0,6.9,17.2,24.1,37.9,13.8,24.1,66.1,32.7,44.4,89.7,22.8,50,44.8,41.4,13.8,62.1,6.9,10.3,20.7,4.31,28.2
Vogelbach, Daniel,Daniel Vogelbach,MIL,596129,2021,29,215,258,0.041860465,22.1,16.7,0.219,0.381,0.349,0.093023256,0,0,0.027906977,0,0.05988024,0,0,0.11627907,0,1,91.4,11.7,33.5,8.2,7,24.7,22.8,34.8,2.5,48.7,49.7,17,68,85.2,19.4,32.9,35.4,38.6,25.9,45.6,25.3,23.4,5.7,4.82,24.3
Weaver, Luke,Luke Weaver,ARI,596133,2021,28,19,22,0,54.5,4.5,0.105,0.105,0.136,0.045454545,0,0,0,0,0,1,0,0.045454545,0.090909091,0,85.8,-2.1,33.3,0,0,22.2,11.1,44.4,22.2,0,65.9,50,23.5,55.6,47.7,58.7,22.2,44.4,33.3,66.7,11.1,22.2,0,4.57,26.73
Sanchez, Gary,Gary Sanchez,NYY,596142,2021,29,383,440,0.060052219,27.5,11.8,0.204,0.423,0.307,0.122727273,0,0,0.036553525,0.011363636,0.254237288,0,0,0.122727273,0,1,89.5,20.5,34.4,13.7,5.3,21,32.1,24.8,3.1,42,64.5,25.2,56,76.8,29.4,44.1,54.6,26.3,19.1,35.9,31.3,20.6,12.2,4.75,25.3
Kepler, Max,Max Kepler,MIN,596146,2021,28,426,490,0.044600939,19.6,11,0.211,0.413,0.306,0.110204082,0.066693344,0.066693344,0.004694836,0.012244898,0.272727273,0,1,0.124489796,0.008163265,2,89.8,16.3,35.3,10.8,6.6,21,29.9,28.1,3.6,42.5,69.8,20.5,55.1,83.7,23,44.7,41.9,36.8,21.3,37.7,28.1,24.9,9.3,4.36,27.4
Gomber, Austin,Austin Gomber,COL,596295,2021,28,32,42,0,31,2.4,0.094,0.094,0.095,0.023809524,0,0,0.03125,0,0,1,0,0,0.214285714,0,84.1,9.2,21.4,0,0,7.1,21.4,25,35.7,10.7,73.5,50,40,78,20,63.6,35.7,42.9,21.4,75,10.7,7.1,7.1,5.17,23.5
Quinn, Roman,Roman Quinn,PHI,596451,2021,28,52,62,0,30.6,9.7,0.173,0.288,0.306,0.032258065,0.36896479,0.210837023,0,0.064516129,0,0,0,0.129032258,0,0,86.4,11.2,33.3,3,0,27.3,24.2,30.3,15.2,27.3,65.3,16.8,45.5,67.9,30.1,40.4,54.5,30.3,15.2,48.5,15.2,24.2,12.1,4.05,30
Franco, Maikel,Maikel Franco,BAL,596748,2021,29,377,403,0.029177719,16.6,5,0.21,0.355,0.253,0.11662531,0,0,0.031830239,0.007444169,0,0,1,0.076923077,0.007444169,0,88.2,9.1,28.1,5.1,4.5,21.4,25.2,41.2,2.6,33.9,65.8,35.2,61.9,83.8,24.1,50.1,42.8,34.8,22.4,48.6,20.8,21.7,8.9,4.84,25
Garcia, Robel,Robel Garcia,HOU,596825,2021,28,106,117,0.009433962,35.9,6.8,0.151,0.208,0.214,0.068376068,0,0,0.018867925,0.008547009,0,0.5,0.5,0.068376068,0.017094017,1,86.5,14.3,19.7,1.5,3,30.3,31.8,27.3,6.1,33.3,64.9,28.6,37.9,66,41.9,46.4,42.4,36.4,21.2,47,27.3,16.7,9.1,4.37,27.1
Choi, Ji-Man,Ji-Man Choi,TB,596847,2021,30,258,305,0.042635659,28.5,14.8,0.229,0.411,0.348,0.147540984,0,0,0.019379845,0.006557377,0,0,0,0.118032787,0,0,91.2,14.8,39.2,9.4,10.5,25.1,25.1,26.3,3.5,46.8,68.3,19.2,47.3,74.2,31.7,42.5,37.4,35.7,26.9,40.4,24,27.5,8.2,4.55,25.4
Bradley Jr., Jackie,Jackie Bradley Jr.,MIL,598265,2021,31,387,428,0.015503876,30.8,6.5,0.163,0.261,0.236,0.067757009,0.079201647,0.069301441,0.020671835,0.023364486,0,0,1,0.091121495,0.007009346,1,89.7,9.6,27.9,5,6.6,22.9,23.3,38.4,3.5,40.3,67.6,27.4,42.3,74.7,34.3,47.8,36.4,44.2,19.4,49.6,20.9,22.9,6.6,4.42,27.2
Motter, Taylor,Taylor Motter,COL,600301,2021,32,26,29,0,27.6,10.3,0.192,0.308,0.276,0.034482759,0,0,0.038461538,0,0,0,0,0.172413793,0,0,88.7,20.8,33.3,5.6,0,22.2,38.9,27.8,5.6,44.4,79.7,31.3,57.1,76.6,29.4,54,38.9,44.4,16.7,33.3,33.3,16.7,16.7,4.5,27
La Stella, Tommy,Tommy La Stella,SF,600303,2021,32,220,242,0.031818182,10.7,7.4,0.25,0.405,0.306,0.111570248,0.013504024,0,0.018181818,0.004132231,0.135135135,0,1,0.107438017,0.004132231,0,88.9,13.5,36.4,6.2,6.2,25.6,27.2,31.3,3.1,33.5,55.8,20.7,79.6,89.4,12.2,39.7,41.5,40.5,17.9,44.1,26.7,24.1,5.1,4.64,24.9
Severino, Pedro,Pedro Severino,BAL,600474,2021,28,379,419,0.029023747,26,8.1,0.248,0.383,0.308,0.109785203,0,0,0.023746702,0.002386635,0.12345679,0,1,0.076372315,0.011933174,0,88.2,15.2,33.5,7.6,7.6,23.6,25.1,29.8,6.2,38.5,68.1,28.2,45.2,81.2,29.5,47.9,43.3,30.9,25.8,39.3,20.4,28,12.4,4.57,25.9
Nunez, Renato,Renato Nunez,DET,600524,2021,27,53,55,0.075471698,29.1,1.8,0.189,0.472,0.218,0.127272727,0,0,0.037735849,0.018181818,0,0,0,0.127272727,0,0,85,14,21.6,2.7,13.5,13.5,29.7,32.4,8.1,35.1,66,40,50,84.3,28.2,53.4,48.6,27,24.3,48.6,24.3,18.9,8.1,4.5,27
Candelario, Jeimer,Jeimer Candelario,DET,600869,2021,28,557,626,0.028725314,21.6,10.4,0.271,0.443,0.351,0.107028754,0,0,0.017953321,0.006389776,0.096153846,0,0,0.119808307,0,0,88.7,12.6,38.6,9,6.6,28.4,21.8,30.6,3.6,39.1,68.6,29.1,59.1,84.6,23.4,47.6,40.8,35.8,23.5,40.8,25.6,28.9,4.7,4.51,27.2
Daza, Yonathan,Yonathan Daza,COL,602074,2021,27,301,331,0.006644518,18.1,6.3,0.282,0.355,0.326,0.090634441,0.027801976,0.018534651,0.029900332,0.006042296,0,0.857142857,0.142857143,0.078549849,0.021148036,0,85.2,6.5,32.3,2,2.8,29.8,19,39.1,6,27.2,68.8,33.3,65.4,87.3,19.8,50.3,31,36.7,32.3,55.6,21.4,21.8,1.2,4.33,28.3
Urias, Ramon,Ramon Urias,BAL,602104,2021,27,262,296,0.026717557,25.7,9.5,0.279,0.412,0.361,0.128378378,0.028075167,0.009358389,0.011450382,0.02027027,0,0,0,0.111486486,0,2,89.6,5.2,34.4,9.7,4.3,31.2,14,37.1,3.2,42.5,66.9,20.4,56.3,79.5,25.8,43.9,31.7,36.6,31.7,50.5,18.8,25.8,4.8,4.53,27
Rondon, Jose,Jose Rondon,STL,602922,2021,27,80,90,0.0375,18.9,8.9,0.263,0.413,0.322,0.1,0.069013112,0.069013112,0.0125,0,0,0,1,0.144444444,0.022222222,0,86.1,19.6,35.4,4.6,3.1,24.6,36.9,20,10.8,33.8,59.7,28.7,65.4,80.3,24.3,44.8,44.6,36.9,18.5,33.8,26.2,26.2,13.8,4.5,27.6
Ahmed, Nick,Nick Ahmed,ARI,605113,2021,31,434,473,0.011520737,22,7.2,0.221,0.339,0.279,0.080338266,0.068198868,0.053043564,0.020737327,0.00422833,0.416666667,0.666666667,0.333333333,0.097251586,0.006342495,0,87.2,10.1,27.9,2.4,4.5,22.2,28.8,37.5,4.5,27.9,69.8,31.4,56.3,81,26.7,50,38.7,37.2,24,49.2,21.6,21.6,7.5,4.46,27.8
Anderson, Brian,Brian Anderson,MIA,605119,2021,28,233,264,0.030042918,24.6,9.8,0.249,0.378,0.337,0.106060606,0.056199982,0.056199982,0.017167382,0.018939394,0.204081633,0,0,0.090909091,0,0,88.8,11.3,33.9,7.7,7.7,21.4,25,36.3,1.8,38.7,72.8,27.9,52.1,79.3,28.1,50.2,32.1,36.9,31,48.8,25,20.8,5.4,4.48,27
Barnes, Austin,Austin Barnes,LAD,605131,2021,32,200,225,0.03,24.9,8.9,0.215,0.345,0.298,0.102222222,0.029828486,0.014914243,0.03,0.017777778,0.112359551,1,0,0.124444444,0.004444444,0,85.2,13.5,29.7,4.1,6.2,24.1,26.9,29.7,9,31.7,67.5,20.4,56.7,77.9,26.7,44.2,37.9,41.4,20.7,43.4,30.3,20,6.2,4.57,26.9
Bell, Josh,Josh Bell,WSH,605137,2021,29,498,568,0.054216867,17.8,11.4,0.261,0.476,0.347,0.154929577,0,0,0.044176707,0.003521127,0.175438596,0,1,0.132042254,0.00528169,0,92.5,4.9,28.5,8.8,6.8,24.8,15.8,41.5,2.3,52,74,23.8,55.3,83.7,24.1,46.7,36.8,39.3,24,54.3,21.3,22,2.5,4.66,26.2
Betts, Mookie,Mookie Betts,LAD,605141,2021,29,466,550,0.049356223,15.6,12.4,0.264,0.487,0.367,0.105454545,0.074312608,0.049541739,0.010729614,0.02,0.161290323,0,1,0.169090909,0.009090909,0,90.3,18.9,33,7.8,7.5,22.9,31.7,26,2.6,40.7,63.9,18.3,61.5,89.9,16.8,40.4,45.2,32.2,22.6,34.8,33,23.6,8.6,4.47,27.1
Caratini, Victor,Victor Caratini,SD,605170,2021,28,313,356,0.022364217,23,9.8,0.227,0.323,0.309,0.109550562,0.018181157,0.018181157,0.041533546,0.011235955,0.816326531,0,1,0.092696629,0.011235955,2,90,8.3,31.1,6.8,5.5,22.6,21.3,38.7,3.8,44.2,64.5,25.9,49.1,85.1,25.5,44.8,34.5,40,25.5,50.6,21.7,22.6,5.1,4.75,24.9
Davies, Zach,Zach Davies,CHC,605200,2021,28,34,44,0,18.2,0,0.176,0.176,0.136,0.045454545,0,0,0,0,0,1,0,0.045454545,0.227272727,0,82.6,8.7,22.2,0,0,13.9,19.4,33.3,33.3,2.8,52.9,11.8,83.3,81.5,8.3,39.2,22.2,44.4,33.3,69.4,11.1,13.9,5.6,5.09,23.9
Davis, J.D.,J.D. Davis,NYM,605204,2021,28,179,211,0.027932961,32.2,11.4,0.285,0.436,0.384,0.109004739,0.012342022,0.012342022,0.022346369,0.028436019,0.087719298,0,1,0.085308057,0.009478673,0,89.7,13.2,37.2,12.4,5.3,29.2,16.8,33.6,2.7,42.5,76.3,25.5,41,65.3,41,50.1,33.6,38.1,28.3,38.9,22.1,32.7,6.2,4.61,26.9
Garcia, Aramis,Aramis Garcia,OAK,605244,2021,28,88,94,0.034090909,29.8,1.1,0.205,0.318,0.234,0.074468085,0,0,0.045454545,0.031914894,0,1,0,0.085106383,0.021276596,0,88.5,9.7,27.4,4.8,4.8,24.2,21,37.1,8.1,37.1,70.1,34.4,44.6,82.3,28.3,52.9,41.9,38.7,19.4,56.5,22.6,14.5,6.5,4.79,25.8
Houser, Adrian,Adrian Houser,MIL,605288,2021,28,42,46,0.047619048,65.2,4.3,0.071,0.214,0.109,0.043478261,0,0,0,0,0,1,0,0.043478261,0.043478261,0,85.4,5.4,28.6,14.3,0,14.3,14.3,35.7,21.4,35.7,48.5,27.8,13.6,46,58.3,39.6,0,57.1,42.9,64.3,21.4,7.1,7.1,4.57,26.73
Lopez, Jack,Jack Lopez,BOS,605346,2021,29,13,16,0,37.5,6.3,0.154,0.308,0.188,0,0,0,0,0,0,1,0,0.125,0.125,0,85,18.8,44.4,11.1,0,0,44.4,22.2,22.2,11.1,71.4,57.7,40,60,50,63.8,22.2,33.3,44.4,44.4,22.2,33.3,0,4.57,26.73
Machin, Vimael,Vimael Machin,OAK,605353,2021,28,32,37,0,27,8.1,0.125,0.125,0.189,0.027027027,0,0,0.0625,0,0,1,0,0.027027027,0.054054054,0,89.7,6.3,20.8,4.2,0,16.7,29.2,37.5,12.5,25,72.9,29.4,46.7,78.4,28.8,54.5,29.2,37.5,33.3,50,20.8,20.8,8.3,4.59,26.5
Martini, Nick,Nick Martini,CHC,605361,2021,31,37,45,0,22.2,13.3,0.27,0.297,0.356,0.088888889,0.062421973,0,0,0,0.07518797,0,1,0.088888889,0.044444444,0,89.3,19.5,44.8,6.9,3.4,31,31,24.1,3.4,41.4,72.2,21.9,61.9,87.1,17.6,47.2,17.2,55.2,27.6,37.9,20.7,27.6,13.8,4.75,25.6
Musgrove, Joe,Joe Musgrove,SD,605397,2021,29,51,57,0,40.4,1.8,0.137,0.176,0.14,0.01754386,0,0,0,0,0,0.8,0.2,0.035087719,0.087719298,0,81.7,5.1,18.2,0,0,6.1,24.2,39.4,27.3,15.6,78.3,35,28.6,62.7,34.8,58.6,33.3,42.4,24.2,63.6,15.2,9.1,12.1,4.57,26.6
Nola, Aaron,Aaron Nola,PHI,605400,2021,28,49,63,0,46,9.5,0.143,0.184,0.206,0.063492063,0,0,0,0,0,0.875,0.125,0.079365079,0.126984127,0,85.8,-4,28.6,0,3.6,21.4,7.1,32.1,35.7,10.7,46.4,12.7,23.1,74.3,14.5,32.8,14.3,46.4,39.3,75,3.6,21.4,0,4.98,24.4
Panik, Joe,Joe Panik,MIA,605412,2021,31,236,257,0.012711864,13.2,6.6,0.208,0.284,0.265,0.070038911,0.029366419,0.029366419,0.038135593,0.007782101,0.151515152,0.5,0.5,0.06614786,0.007782101,1,86.5,9.7,33.8,1.5,5.9,27.5,26,34.8,4.4,25.5,66.6,19.4,77.9,87.1,14.4,43.8,31.4,40.7,27.9,46.1,19.1,25,9.8,4.53,26.2
Perez, Michael,Michael Perez,PIT,605421,2021,29,210,231,0.033333333,29.4,8.2,0.143,0.29,0.221,0.090909091,0.019588255,0,0.019047619,0.008658009,0.12195122,0,0,0.082251082,0,0,85.7,10.2,29.6,6.3,9.9,17.6,25.4,35.9,4.9,33.1,65.6,28.1,50,83.1,27.3,46,38.7,44.4,16.9,46.5,31,16.2,6.3,4.76,25.1
Ross, Joe,Joe Ross,WSH,605452,2021,28,32,39,0,35.9,2.6,0.25,0.25,0.256,0.076923077,0,0,0,0.025641026,0,1,0,0.025641026,0.128205128,0,82.3,-1.5,26.1,0,0,30.4,13,26.1,30.4,13,64.4,25.8,62.5,69,18.9,48.7,21.7,39.1,39.1,69.6,8.7,21.7,0,4.42,27.5
Snell, Blake,Blake Snell,SD,605483,2021,29,34,37,0,45.9,0,0.118,0.118,0.108,0,0,0,0.029411765,0,0,1,0,0.027027027,0.081081081,0,83.5,-13,25,0,0,20,15,50,15,15,61.5,28.2,45.5,64.6,32.2,50.4,30,35,35,65,0,30,5,5.87,20.7
Thompson, Zach,Zach Thompson,MIA,605507,2021,28,15,18,0,50,0,0.133,0.2,0.111,0,0,0,0,0,0,1,0,0,0.166666667,0,90.6,-9.4,11.1,0,0,11.1,11.1,33.3,44.4,22.2,66.7,40,20,60.7,36.8,56.7,33.3,22.2,44.4,77.8,11.1,11.1,0,5.06,24
Woodruff, Brandon,Brandon Woodruff,MIL,605540,2021,28,52,58,0,48.3,5.2,0.115,0.115,0.155,0.034482759,0,0,0,0,0,1,0,0,0.051724138,0,82.9,6.6,25.9,0,0,29.6,14.8,33.3,22.2,11.1,58.9,30.3,43.3,57.9,38.7,46.5,33.3,33.3,33.3,59.3,7.4,25.9,7.4,5.99,20.3
Zimmer, Bradley,Bradley Zimmer,CLE,605548,2021,29,299,348,0.026755853,35.1,8.6,0.227,0.344,0.325,0.100574713,0.159151194,0.132625995,0.010033445,0.043103448,0,0,1,0.126436782,0.011494253,0,90.7,7,30.4,9.4,7.2,24.3,18.2,33.1,7.2,42.5,67.4,23.8,35.9,72.2,36.2,44.8,38.1,37,24.9,50.3,21.5,23.2,5,4.21,29.4
Castro, Harold,Harold Castro,DET,605612,2021,28,315,339,0.00952381,21.2,4.1,0.283,0.359,0.307,0.109144543,0.01921728,0.00960864,0.022222222,0.002949853,0,0.444444444,0.555555556,0.103244838,0.026548673,1,88.6,10.2,44,3.2,7.1,34.9,21,28.6,5.2,38.5,74.6,42.8,60.5,81.8,25.8,57.7,25.8,46,28.2,42.9,22.6,33.3,1.2,4.57,26.2
Arcia, Orlando,Orlando Arcia,ATL,606115,2021,27,81,89,0.024691358,21.3,7.9,0.198,0.309,0.258,0.157303371,0.043550213,0.043550213,0.024691358,0,0.126582278,0,1,0.101123596,0.011235955,1,88.1,8.8,25.4,3.2,3.2,20.6,25.4,41.3,4.8,38.7,70.5,33.9,57.9,79.8,26.2,52.7,34.9,47.6,17.5,52.4,20.6,17.5,9.5,4.61,26.8
Tapia, Raimel,Raimel Tapia,COL,606132,2021,27,487,533,0.012320329,13.1,7.5,0.273,0.372,0.326,0.09380863,0.149633398,0.115102614,0.016427105,0.001876173,0.266666667,0.2,0.8,0.12945591,0.009380863,1,85.7,-4.5,19.7,2.1,1.4,20.1,13.7,55.7,5.9,31.4,68.9,32.7,72.7,90.9,14.7,51.2,26.5,41.5,32,68,12.3,16.8,2.8,4.21,28.3
Aquino, Aristides,Aristides Aquino,CIN,606157,2021,27,174,204,0.057471264,36.8,13.2,0.19,0.408,0.299,0.112745098,0.065578071,0.032789035,0,0.004901961,0.151515152,0,1,0.12254902,0.009803922,1,89,22.9,31.7,14.9,5.9,16.8,36.6,21.8,4,39.6,64.6,28.2,37,72.6,39.3,45.1,47.5,30.7,21.8,29.7,34.7,21.8,13.9,4.46,28.3
Hernandez, Teoscar,Teoscar Hernandez,TOR,606192,2021,29,550,595,0.058181818,24.9,6.1,0.296,0.524,0.346,0.194957983,0.077718949,0.058289212,0.009090909,0.011764706,0.163934426,0,1,0.154621849,0.003361345,0,91.7,13,37.1,13.6,7.7,24.3,23,27.2,2.7,48.8,75.8,30.5,43.8,79.5,31.8,51.8,40.6,33.4,26,39.4,27.5,27.7,5.4,4.34,28.5
Mercedes, Yermin,Yermin Mercedes,CWS,606213,2021,28,240,262,0.029166667,17.6,7.6,0.271,0.404,0.328,0.141221374,0.011636567,0,0.029166667,0.003816794,0.131578947,0,1,0.099236641,0.003816794,1,87.3,15.8,35.4,7.2,3.1,21.5,33.8,29.7,4.6,29.2,70.7,39.6,70.8,83,22,53.5,35.4,33.8,30.8,40.5,28.2,23.1,8.2,4.6,26.4
Peraza, Jose,Jose Peraza,NYM,606299,2021,27,142,154,0.042253521,16.9,5.8,0.204,0.38,0.266,0.12987013,0.024411679,0.024411679,0.035211268,0.019480519,0,0,0,0.136363636,0,0,85.6,21.2,31,4.3,5.2,18.1,39.7,26.7,4.3,25.4,71.4,33.6,62.5,88.8,19.5,51.3,42.2,37.9,19.8,35.3,36.2,16.4,12.1,4.44,27.6
Marte, Ketel,Ketel Marte,ARI,606466,2021,28,340,374,0.041176471,16,8.3,0.318,0.532,0.377,0.13368984,0.014184598,0.014184598,0.023529412,0.005347594,0.361445783,0,1,0.139037433,0.002673797,0,91.1,10.3,33.5,8.9,7.1,28.5,18.5,32.4,4.6,48.4,67.4,24.5,65.3,89.1,17.3,45.9,37,36.3,26.7,46.3,19.9,26.3,7.5,4.52,26.7
Greiner, Grayson,Grayson Greiner,DET,606988,2021,29,72,82,0.013888889,37.8,11,0.236,0.333,0.317,0.085365854,0,0,0,0,0,1,0,0.085365854,0.012195122,0,85.4,15.4,31,4.8,4.8,21.4,31,31,7.1,28.6,68.5,24.2,31.8,70.3,40,45.1,47.6,23.8,28.6,42.9,26.2,23.8,7.1,4.69,26.5
Haase, Eric,Eric Haase,DET,606992,2021,29,351,381,0.062678063,31.2,6.8,0.231,0.459,0.286,0.160104987,0.018354349,0.018354349,0.031339031,0.005249344,0,0,1,0.125984252,0.005249344,0,90.9,16,35.9,13.7,5.6,22.6,27.4,27.8,3,47.9,68.8,29,48.3,73.1,34.7,48.1,44,30.8,25.2,38.5,32.5,21.4,7.7,4.5,27.9
Hager, Jake,Jake Hager,ARI,606993,2021,28,26,30,0,46.7,13.3,0.115,0.115,0.233,0.066666667,0,0,0,0,0,0,0,0.066666667,0,0,86.2,5.8,50,0,0,33.3,25,41.7,0,16.7,63.2,26,40,77.8,35.7,41.8,16.7,50,33.3,41.7,16.7,41.7,0,4.48,27.1
Nimmo, Brandon,Brandon Nimmo,NYM,607043,2021,28,325,386,0.024615385,20.5,14,0.292,0.437,0.399,0.07253886,0.058436246,0.032464581,0.009230769,0.012953368,0,1,0,0.132124352,0.005181347,0,89.3,8.8,34.3,4,5.2,30.2,21.8,32.7,5.2,41.1,67,14.9,54.6,81.1,22.5,42.5,32.7,35.1,32.3,48.4,18.5,27.4,5.6,4.2,28.9
