last_name, first_name,name,team,player_id,year,player_age,b_ab,b_total_pa,b_home_run,b_walk,b_k_percent,b_bb_percent,batting_avg,slg_percent,on_base_percent,b_rbi,r_total_caught_stealing,r_total_stolen_base,b_gnd_into_dp,b_gnd_into_tp,b_hit_by_pitch,b_intent_walk,b_sac_bunt,b_sac_fly,r_run,b_total_sacrifices,b_walkoff,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,flareburner_percent,poorlyunder_percent,poorlytopped_percent,poorlyweak_percent,hard_hit_percent,z_swing_percent,oz_swing_percent,oz_contact_percent,iz_contact_percent,whiff_percent,swing_percent,pull_percent,straightaway_percent,opposite_percent,groundballs_percent,flyballs_percent,linedrives_percent,popups_percent,hp_to_1b,sprint_speed
Heineman, Scott,Scott Heineman,CIN,595981,2021,29,30,34,2,3,44.1,8.8,0.1,0.3,0.206,3,0,0,1,0,1,0,0,0,5,0,0,82.8,24.6,26.7,13.3,0,0,46.7,33.3,6.7,20,59.4,31.7,26.9,73.7,45.3,43.8,26.7,46.7,26.7,40,33.3,0,26.7,,28.5
Lindor, Francisco,Francisco Lindor,NYM,596019,2021,28,452,524,20,58,18.3,11.1,0.23,0.412,0.319,63,4,10,7,0,5,4,6,3,73,9,0,90.7,14.4,35.6,8.2,7.7,21.4,27.4,29.3,5.2,44.4,70.9,26.1,61.1,82.2,23.2,47.4,39.5,37.3,23.3,41.6,29.9,21.9,6.6,4.37,27.8
Nogowski Jr., John,John Nogowski Jr.,ATL,596056,2021,28,129,143,1,12,15.4,8.4,0.233,0.31,0.301,14,1,0,2,0,1,0,0,1,14,1,0,88.1,15.6,38,0,3.7,31.5,38,24.1,2.8,28.7,65.5,12.8,59.4,90.9,13.3,42.4,42.6,34.3,23.1,37,29.6,29.6,3.7,4.75,25.1
Odor, Rougned,Rougned Odor,NYY,596059,2021,27,322,361,15,27,27.7,7.5,0.202,0.379,0.285,39,1,0,3,0,11,2,1,0,42,1,0,89.1,19.6,29.6,9,7.6,18.8,30.9,24.7,7.6,38,74.5,28.9,55.5,77.2,28.9,51,51.6,26.9,21.5,40.4,30.9,16.1,12.6,4.47,26.7
Slater, Austin,Austin Slater,SF,596103,2021,29,274,306,12,28,27.5,9.2,0.241,0.423,0.32,32,3,15,7,0,4,2,0,0,39,0,0,87.1,8.1,37.4,9.5,6.3,26.8,15.3,34.7,6.8,41.8,66.3,22.5,48.8,75.7,30,45.5,34.7,39.5,25.8,51.6,22.6,24.2,1.6,4.39,28.5
Story, Trevor,Trevor Story,COL,596115,2021,29,526,595,24,53,23.4,8.9,0.251,0.471,0.329,75,6,20,7,0,11,2,0,5,88,5,1,90.6,17.3,33.2,9.7,6.6,20.7,31.4,27.8,2,42.9,73.4,30.3,51.6,82.3,27.4,50.8,33.9,37.5,28.6,36.5,30.9,24.2,8.4,4.31,28.7
Stubbs, Garrett,Garrett Stubbs,HOU,596117,2021,28,34,38,0,2,18.4,5.3,0.176,0.235,0.211,3,0,0,0,0,0,0,2,0,2,2,0,84.8,13.9,13.8,0,6.9,17.2,24.1,37.9,13.8,24.1,66.1,32.7,44.4,89.7,22.8,50,44.8,41.4,13.8,62.1,6.9,10.3,20.7,,28.2
Vogelbach, Daniel,Daniel Vogelbach,MIL,596129,2021,29,215,258,9,43,22.1,16.7,0.219,0.381,0.349,24,0,0,6,0,0,1,0,0,30,0,1,91.4,11.7,33.5,8.2,7,24.7,22.8,34.8,2.5,48.7,49.7,17,68,85.2,19.4,32.9,35.4,38.6,25.9,45.6,25.3,23.4,5.7,4.82,24.3
Weaver, Luke,Luke Weaver,ARI,596133,2021,28,19,22,0,1,54.5,4.5,0.105,0.105,0.136,1,0,0,0,0,0,0,2,0,1,2,0,85.8,-2.1,33.3,0,0,22.2,11.1,44.4,22.2,0,65.9,50,23.5,55.6,47.7,58.7,22.2,44.4,33.3,66.7,11.1,22.2,0,,
Sanchez, Gary,Gary Sanchez,NYY,596142,2021,29,383,440,23,52,27.5,11.8,0.204,0.423,0.307,54,0,0,14,0,5,3,0,0,54,0,1,89.5,20.5,34.4,13.7,5.3,21,32.1,24.8,3.1,42,64.5,25.2,56,76.8,29.4,44.1,54.6,26.3,19.1,35.9,31.3,20.6,12.2,4.75,25.3
Kepler, Max,Max Kepler,MIN,596146,2021,28,426,490,19,54,19.6,11,0.211,0.413,0.306,54,0,10,2,0,6,3,0,4,61,4,2,89.8,16.3,35.3,10.8,6.6,21,29.9,28.1,3.6,42.5,69.8,20.5,55.1,83.7,23,44.7,41.9,36.8,21.3,37.7,28.1,24.9,9.3,4.36,27.4
Gomber, Austin,Austin Gomber,COL,596295,2021,28,32,42,0,1,31,2.4,0.094,0.094,0.095,1,0,0,1,0,0,0,9,0,0,9,0,84.1,9.2,21.4,0,0,7.1,21.4,25,35.7,10.7,73.5,50,40,78,20,63.6,35.7,42.9,21.4,75,10.7,7.1,7.1,,23.5
Quinn, Roman,Roman Quinn,PHI,596451,2021,28,52,62,0,6,30.6,9.7,0.173,0.288,0.306,2,3,4,0,0,4,0,0,0,8,0,0,86.4,11.2,33.3,3,0,27.3,24.2,30.3,15.2,27.3,65.3,16.8,45.5,67.9,30.1,40.4,54.5,30.3,15.2,48.5,15.2,24.2,12.1,,30
Franco, Maikel,Maikel Franco,BAL,596748,2021,29,377,403,11,20,16.6,5,0.21,0.355,0.253,47,0,0,12,0,3,0,0,3,31,3,0,88.2,9.1,28.1,5.1,4.5,21.4,25.2,41.2,2.6,33.9,65.8,35.2,61.9,83.8,24.1,50.1,42.8,34.8,22.4,48.6,20.8,21.7,8.9,4.84,25
Garcia, Robel,Robel Garcia,HOU,596825,2021,28,106,117,1,8,35.9,6.8,0.151,0.208,0.214,8,0,0,2,0,1,0,1,1,8,2,1,86.5,14.3,19.7,1.5,3,30.3,31.8,27.3,6.1,33.3,64.9,28.6,37.9,66,41.9,46.4,42.4,36.4,21.2,47,27.3,16.7,9.1,4.37,27.1
Choi, Ji-Man,Ji-Man Choi,TB,596847,2021,30,258,305,11,45,28.5,14.8,0.229,0.411,0.348,45,0,0,5,0,2,0,0,0,36,0,0,91.2,14.8,39.2,9.4,10.5,25.1,25.1,26.3,3.5,46.8,68.3,19.2,47.3,74.2,31.7,42.5,37.4,35.7,26.9,40.4,24,27.5,8.2,4.55,25.4
Bradley Jr., Jackie,Jackie Bradley Jr.,MIL,598265,2021,31,387,428,6,28,30.8,6.5,0.163,0.261,0.236,29,1,7,8,0,10,0,0,3,39,3,1,89.7,9.6,27.9,5,6.6,22.9,23.3,38.4,3.5,40.3,67.6,27.4,42.3,74.7,34.3,47.8,36.4,44.2,19.4,49.6,20.9,22.9,6.6,4.42,27.2
Motter, Taylor,Taylor Motter,COL,600301,2021,32,26,29,0,3,27.6,10.3,0.192,0.308,0.276,1,0,0,1,0,0,0,0,0,5,0,0,88.7,20.8,33.3,5.6,0,22.2,38.9,27.8,5.6,44.4,79.7,31.3,57.1,76.6,29.4,54,38.9,44.4,16.7,33.3,33.3,16.7,16.7,,27
La Stella, Tommy,Tommy La Stella,SF,600303,2021,32,220,242,7,18,10.7,7.4,0.25,0.405,0.306,27,1,0,4,0,1,1,0,1,26,1,0,88.9,13.5,36.4,6.2,6.2,25.6,27.2,31.3,3.1,33.5,55.8,20.7,79.6,89.4,12.2,39.7,41.5,40.5,17.9,44.1,26.7,24.1,5.1,4.64,24.9
Severino, Pedro,Pedro Severino,BAL,600474,2021,28,379,419,11,34,26,8.1,0.248,0.383,0.308,46,0,0,9,0,1,1,0,5,32,5,0,88.2,15.2,33.5,7.6,7.6,23.6,25.1,29.8,6.2,38.5,68.1,28.2,45.2,81.2,29.5,47.9,43.3,30.9,25.8,39.3,20.4,28,12.4,4.57,25.9
Nunez, Renato,Renato Nunez,DET,600524,2021,27,53,55,4,1,29.1,1.8,0.189,0.472,0.218,7,0,0,2,0,1,0,0,0,7,0,0,85,14,21.6,2.7,13.5,13.5,29.7,32.4,8.1,35.1,66,40,50,84.3,28.2,53.4,48.6,27,24.3,48.6,24.3,18.9,8.1,,27
Candelario, Jeimer,Jeimer Candelario,DET,600869,2021,28,557,626,16,65,21.6,10.4,0.271,0.443,0.351,67,0,0,10,0,4,1,0,0,75,0,0,88.7,12.6,38.6,9,6.6,28.4,21.8,30.6,3.6,39.1,68.6,29.1,59.1,84.6,23.4,47.6,40.8,35.8,23.5,40.8,25.6,28.9,4.7,4.51,27.2
Daza, Yonathan,Yonathan Daza,COL,602074,2021,27,301,331,2,21,18.1,6.3,0.282,0.355,0.326,30,1,2,9,0,2,0,6,1,26,7,0,85.2,6.5,32.3,2,2.8,29.8,19,39.1,6,27.2,68.8,33.3,65.4,87.3,19.8,50.3,31,36.7,32.3,55.6,21.4,21.8,1.2,4.33,28.3
Urias, Ramon,Ramon Urias,BAL,602104,2021,27,262,296,7,28,25.7,9.5,0.279,0.412,0.361,38,2,1,3,0,6,0,0,0,33,0,2,89.6,5.2,34.4,9.7,4.3,31.2,14,37.1,3.2,42.5,66.9,20.4,56.3,79.5,25.8,43.9,31.7,36.6,31.7,50.5,18.8,25.8,4.8,4.53,27
Rondon, Jose,Jose Rondon,STL,602922,2021,27,80,90,3,8,18.9,8.9,0.263,0.413,0.322,9,0,2,1,0,0,0,0,2,13,2,0,86.1,19.6,35.4,4.6,3.1,24.6,36.9,20,10.8,33.8,59.7,28.7,65.4,80.3,24.3,44.8,44.6,36.9,18.5,33.8,26.2,26.2,13.8,4.5,27.6
Ahmed, Nick,Nick Ahmed,ARI,605113,2021,31,434,473,5,34,22,7.2,0.221,0.339,0.279,38,2,7,9,0,2,3,2,1,46,3,0,87.2,10.1,27.9,2.4,4.5,22.2,28.8,37.5,4.5,27.9,69.8,31.4,56.3,81,26.7,50,38.7,37.2,24,49.2,21.6,21.6,7.5,4.46,27.8
Anderson, Brian,Brian Anderson,MIA,605119,2021,28,233,264,7,26,24.6,9.8,0.249,0.378,0.337,28,0,5,4,0,5,2,0,0,24,0,0,88.8,11.3,33.9,7.7,7.7,21.4,25,36.3,1.8,38.7,72.8,27.9,52.1,79.3,28.1,50.2,32.1,36.9,31,48.8,25,20.8,5.4,4.48,27
Barnes, Austin,Austin Barnes,LAD,605131,2021,32,200,225,6,20,24.9,8.9,0.215,0.345,0.298,23,1,1,6,0,4,1,1,0,28,1,0,85.2,13.5,29.7,4.1,6.2,24.1,26.9,29.7,9,31.7,67.5,20.4,56.7,77.9,26.7,44.2,37.9,41.4,20.7,43.4,30.3,20,6.2,4.57,26.9
Bell, Josh,Josh Bell,WSH,605137,2021,29,498,568,27,65,17.8,11.4,0.261,0.476,0.347,88,0,0,22,0,2,2,0,3,75,3,0,92.5,4.9,28.5,8.8,6.8,24.8,15.8,41.5,2.3,52,74,23.8,55.3,83.7,24.1,46.7,36.8,39.3,24,54.3,21.3,22,2.5,4.66,26.2
Betts, Mookie,Mookie Betts,LAD,605141,2021,29,466,550,23,68,15.6,12.4,0.264,0.487,0.367,58,5,10,5,0,11,2,0,5,93,5,0,90.3,18.9,33,7.8,7.5,22.9,31.7,26,2.6,40.7,63.9,18.3,61.5,89.9,16.8,40.4,45.2,32.2,22.6,34.8,33,23.6,8.6,4.47,27.1
Caratini, Victor,Victor Caratini,SD,605170,2021,28,313,356,7,35,23,9.8,0.227,0.323,0.309,39,0,2,13,0,4,8,0,4,33,4,2,90,8.3,31.1,6.8,5.5,22.6,21.3,38.7,3.8,44.2,64.5,25.9,49.1,85.1,25.5,44.8,34.5,40,25.5,50.6,21.7,22.6,5.1,4.75,24.9
Davies, Zach,Zach Davies,CHC,605200,2021,28,34,44,0,0,18.2,0,0.176,0.176,0.136,2,0,0,0,0,0,0,10,0,2,10,0,82.6,8.7,22.2,0,0,13.9,19.4,33.3,33.3,2.8,52.9,11.8,83.3,81.5,8.3,39.2,22.2,44.4,33.3,69.4,11.1,13.9,5.6,,23.9
Davis, J.D.,J.D. Davis,NYM,605204,2021,28,179,211,5,24,32.2,11.4,0.285,0.436,0.384,23,0,1,4,0,6,1,0,2,18,2,0,89.7,13.2,37.2,12.4,5.3,29.2,16.8,33.6,2.7,42.5,76.3,25.5,41,65.3,41,50.1,33.6,38.1,28.3,38.9,22.1,32.7,6.2,4.61,26.9
Garcia, Aramis,Aramis Garcia,OAK,605244,2021,28,88,94,3,1,29.8,1.1,0.205,0.318,0.234,7,0,0,4,0,3,0,2,0,8,2,0,88.5,9.7,27.4,4.8,4.8,24.2,21,37.1,8.1,37.1,70.1,34.4,44.6,82.3,28.3,52.9,41.9,38.7,19.4,56.5,22.6,14.5,6.5,4.79,25.8
Houser, Adrian,Adrian Houser,MIL,605288,2021,28,42,46,2,2,65.2,4.3,0.071,0.214,0.109,2,0,0,0,0,0,0,2,0,2,2,0,85.4,5.4,28.6,14.3,0,14.3,14.3,35.7,21.4,35.7,48.5,27.8,13.6,46,58.3,39.6,0,57.1,42.9,64.3,21.4,7.1,7.1,,
Lopez, Jack,Jack Lopez,BOS,605346,2021,29,13,16,0,1,37.5,6.3,0.154,0.308,0.188,0,0,0,0,0,0,0,2,0,2,2,0,85,18.8,44.4,11.1,0,0,44.4,22.2,22.2,11.1,71.4,57.7,40,60,50,63.8,22.2,33.3,44.4,44.4,22.2,33.3,0,,
Machin, Vimael,Vimael Machin,OAK,605353,2021,28,32,37,0,3,27,8.1,0.125,0.125,0.189,1,0,0,2,0,0,0,2,0,1,2,0,89.7,6.3,20.8,4.2,0,16.7,29.2,37.5,12.5,25,72.9,29.4,46.7,78.4,28.8,54.5,29.2,37.5,33.3,50,20.8,20.8,8.3,,26.5
Martini, Nick,Nick Martini,CHC,605361,2021,31,37,45,0,6,22.2,13.3,0.27,0.297,0.356,4,1,0,0,0,0,1,0,2,4,2,0,89.3,19.5,44.8,6.9,3.4,31,31,24.1,3.4,41.4,72.2,21.9,61.9,87.1,17.6,47.2,17.2,55.2,27.6,37.9,20.7,27.6,13.8,,25.6
Musgrove, Joe,Joe Musgrove,SD,605397,2021,29,51,57,0,1,40.4,1.8,0.137,0.176,0.14,1,0,0,0,0,0,0,4,1,2,5,0,81.7,5.1,18.2,0,0,6.1,24.2,39.4,27.3,15.6,78.3,35,28.6,62.7,34.8,58.6,33.3,42.4,24.2,63.6,15.2,9.1,12.1,,26.6
Nola, Aaron,Aaron Nola,PHI,605400,2021,28,49,63,0,6,46,9.5,0.143,0.184,0.206,4,0,0,0,0,0,0,7,1,5,8,0,85.8,-4,28.6,0,3.6,21.4,7.1,32.1,35.7,10.7,46.4,12.7,23.1,74.3,14.5,32.8,14.3,46.4,39.3,75,3.6,21.4,0,,24.4
Panik, Joe,Joe Panik,MIA,605412,2021,31,236,257,3,17,13.2,6.6,0.208,0.284,0.265,18,0,2,9,0,2,1,1,1,17,2,1,86.5,9.7,33.8,1.5,5.9,27.5,26,34.8,4.4,25.5,66.6,19.4,77.9,87.1,14.4,43.8,31.4,40.7,27.9,46.1,19.1,25,9.8,4.53,26.2
Perez, Michael,Michael Perez,PIT,605421,2021,29,210,231,7,19,29.4,8.2,0.143,0.29,0.221,21,1,0,4,0,2,1,0,0,19,0,0,85.7,10.2,29.6,6.3,9.9,17.6,25.4,35.9,4.9,33.1,65.6,28.1,50,83.1,27.3,46,38.7,44.4,16.9,46.5,31,16.2,6.3,4.76,25.1
Ross, Joe,Joe Ross,WSH,605452,2021,28,32,39,0,1,35.9,2.6,0.25,0.25,0.256,3,0,0,0,0,1,0,5,0,1,5,0,82.3,-1.5,26.1,0,0,30.4,13,26.1,30.4,13,64.4,25.8,62.5,69,18.9,48.7,21.7,39.1,39.1,69.6,8.7,21.7,0,,27.5
Snell, Blake,Blake Snell,SD,605483,2021,29,34,37,0,0,45.9,0,0.118,0.118,0.108,0,0,0,1,0,0,0,3,0,1,3,0,83.5,-13,25,0,0,20,15,50,15,15,61.5,28.2,45.5,64.6,32.2,50.4,30,35,35,65,0,30,5,,20.7
Thompson, Zach,Zach Thompson,MIA,605507,2021,28,15,18,0,0,50,0,0.133,0.2,0.111,0,0,0,0,0,0,0,3,0,0,3,0,90.6,-9.4,11.1,0,0,11.1,11.1,33.3,44.4,22.2,66.7,40,20,60.7,36.8,56.7,33.3,22.2,44.4,77.8,11.1,11.1,0,,24
Woodruff, Brandon,Brandon Woodruff,MIL,605540,2021,28,52,58,0,3,48.3,5.2,0.115,0.115,0.155,2,0,0,0,0,0,0,3,0,0,3,0,82.9,6.6,25.9,0,0,29.6,14.8,33.3,22.2,11.1,58.9,30.3,43.3,57.9,38.7,46.5,33.3,33.3,33.3,59.3,7.4,25.9,7.4,,20.3
Zimmer, Bradley,Bradley Zimmer,CLE,605548,2021,29,299,348,8,30,35.1,8.6,0.227,0.344,0.325,35,3,15,3,0,15,0,0,4,44,4,0,90.7,7,30.4,9.4,7.2,24.3,18.2,33.1,7.2,42.5,67.4,23.8,35.9,72.2,36.2,44.8,38.1,37,24.9,50.3,21.5,23.2,5,4.21,29.4
Castro, Harold,Harold Castro,DET,605612,2021,28,315,339,3,14,21.2,4.1,0.283,0.359,0.307,37,1,1,7,0,1,0,4,5,35,9,1,88.6,10.2,44,3.2,7.1,34.9,21,28.6,5.2,38.5,74.6,42.8,60.5,81.8,25.8,57.7,25.8,46,28.2,42.9,22.6,33.3,1.2,4.57,26.2
Arcia, Orlando,Orlando Arcia,ATL,606115,2021,27,81,89,2,7,21.3,7.9,0.198,0.309,0.258,14,0,1,2,0,0,1,0,1,9,1,1,88.1,8.8,25.4,3.2,3.2,20.6,25.4,41.3,4.8,38.7,70.5,33.9,57.9,79.8,26.2,52.7,34.9,47.6,17.5,52.4,20.6,17.5,9.5,4.61,26.8
Tapia, Raimel,Raimel Tapia,COL,606132,2021,27,487,533,6,40,13.1,7.5,0.273,0.372,0.326,50,6,20,8,0,1,2,1,4,69,5,1,85.7,-4.5,19.7,2.1,1.4,20.1,13.7,55.7,5.9,31.4,68.9,32.7,72.7,90.9,14.7,51.2,26.5,41.5,32,68,12.3,16.8,2.8,4.21,28.3
Aquino, Aristides,Aristides Aquino,CIN,606157,2021,27,174,204,10,27,36.8,13.2,0.19,0.408,0.299,23,2,2,0,0,1,2,0,2,25,2,1,89,22.9,31.7,14.9,5.9,16.8,36.6,21.8,4,39.6,64.6,28.2,37,72.6,39.3,45.1,47.5,30.7,21.8,29.7,34.7,21.8,13.9,4.46,28.3
Hernandez, Teoscar,Teoscar Hernandez,TOR,606192,2021,29,550,595,32,36,24.9,6.1,0.296,0.524,0.346,116,4,12,5,0,7,1,0,2,92,2,0,91.7,13,37.1,13.6,7.7,24.3,23,27.2,2.7,48.8,75.8,30.5,43.8,79.5,31.8,51.8,40.6,33.4,26,39.4,27.5,27.7,5.4,4.34,28.5
Mercedes, Yermin,Yermin Mercedes,CWS,606213,2021,28,240,262,7,20,17.6,7.6,0.271,0.404,0.328,37,1,0,7,0,1,1,0,1,26,1,1,87.3,15.8,35.4,7.2,3.1,21.5,33.8,29.7,4.6,29.2,70.7,39.6,70.8,83,22,53.5,35.4,33.8,30.8,40.5,28.2,23.1,8.2,4.6,26.4
Peraza, Jose,Jose Peraza,NYM,606299,2021,27,142,154,6,9,16.9,5.8,0.204,0.38,0.266,20,0,1,5,0,3,0,0,0,21,0,0,85.6,21.2,31,4.3,5.2,18.1,39.7,26.7,4.3,25.4,71.4,33.6,62.5,88.8,19.5,51.3,42.2,37.9,19.8,35.3,36.2,16.4,12.1,4.44,27.6
Marte, Ketel,Ketel Marte,ARI,606466,2021,28,340,374,14,31,16,8.3,0.318,0.532,0.377,50,0,2,8,0,2,3,0,1,52,1,0,91.1,10.3,33.5,8.9,7.1,28.5,18.5,32.4,4.6,48.4,67.4,24.5,65.3,89.1,17.3,45.9,37,36.3,26.7,46.3,19.9,26.3,7.5,4.52,26.7
Greiner, Grayson,Grayson Greiner,DET,606988,2021,29,72,82,1,9,37.8,11,0.236,0.333,0.317,7,0,0,0,0,0,0,1,0,7,1,0,85.4,15.4,31,4.8,4.8,21.4,31,31,7.1,28.6,68.5,24.2,31.8,70.3,40,45.1,47.6,23.8,28.6,42.9,26.2,23.8,7.1,4.69,26.5
Haase, Eric,Eric Haase,DET,606992,2021,29,351,381,22,26,31.2,6.8,0.231,0.459,0.286,61,0,2,11,0,2,0,0,2,48,2,0,90.9,16,35.9,13.7,5.6,22.6,27.4,27.8,3,47.9,68.8,29,48.3,73.1,34.7,48.1,44,30.8,25.2,38.5,32.5,21.4,7.7,4.5,27.9
Hager, Jake,Jake Hager,ARI,606993,2021,28,26,30,0,4,46.7,13.3,0.115,0.115,0.233,2,0,0,0,0,0,0,0,0,2,0,0,86.2,5.8,50,0,0,33.3,25,41.7,0,16.7,63.2,26,40,77.8,35.7,41.8,16.7,50,33.3,41.7,16.7,41.7,0,,27.1
Nimmo, Brandon,Brandon Nimmo,NYM,607043,2021,28,325,386,8,54,20.5,14,0.292,0.437,0.399,28,4,5,3,0,5,0,2,0,51,2,0,89.3,8.8,34.3,4,5.2,30.2,21.8,32.7,5.2,41.1,67,14.9,54.6,81.1,22.5,42.5,32.7,35.1,32.3,48.4,18.5,27.4,5.6,4.2,28.9
Peterson, Jace,Jace Peterson,MIL,607054,2021,31,259,302,6,38,22.5,12.6,0.247,0.367,0.348,31,1,10,1,0,3,0,0,2,36,2,0,87.7,12,34.2,5.2,6.2,27.5,26.4,31.1,3.1,34.7,59.6,20.7,45.9,81,27.2,40.3,31.1,42,26.9,42.5,28.5,23.8,5.2,4.33,28.1
Wilson, Jacob,Jacob Wilson,HOU,607111,2021,31,20,21,0,1,14.3,4.8,0.15,0.3,0.19,1,0,0,1,0,0,0,0,0,3,0,0,81.7,11.2,11.8,5.9,5.9,11.8,23.5,35.3,17.6,35.3,66.7,7,100,82.1,16.1,36.5,29.4,41.2,29.4,58.8,17.6,5.9,17.6,,25.7
Fedde, Erick,Erick Fedde,WSH,607200,2021,28,36,43,0,1,32.6,2.3,0,0,0.023,1,0,0,0,0,0,0,5,1,0,6,0,76.9,-4.6,7.1,0,0,7.1,14.3,39.3,39.3,14.3,60.4,32.9,54.2,72.7,20.3,48.2,7.1,53.6,39.3,75,10.7,7.1,7.1,,24.9
Turner, Trea,Trea Turner,WSH,607208,2021,28,595,646,28,41,17,6.3,0.328,0.536,0.375,77,5,32,18,0,6,2,0,4,107,4,0,89.6,11.4,34.6,7.4,5.3,28,22.5,32.3,4.1,46.2,72.3,26.5,56.6,84.6,23,49.2,36.6,37.6,25.6,45.6,23.5,24.5,6.3,4.13,30.7
Gant, John,John Gant,STL,607231,2021,29,13,18,0,0,44.4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,79.2,14.1,20,0,0,20,10,20,50,10,68.8,42.1,37.5,54.5,23.3,58.8,10,70,20,70,0,20,10,,
Smith, Kevan,Kevan Smith,ATL,607345,2021,33,95,106,0,10,29.2,9.4,0.168,0.2,0.245,3,0,0,3,0,0,3,0,0,8,0,0,87.5,5.7,26.6,1.6,1.6,25,26.6,40.6,4.7,34.4,65.7,35.9,60.8,79.2,27.5,50.5,43.8,37.5,18.8,56.3,18.8,21.9,3.1,4.82,25.4
Beaty, Matt,Matt Beaty,LAD,607461,2021,28,204,234,7,20,18.8,8.5,0.27,0.402,0.363,40,2,2,3,0,10,0,0,0,35,0,0,86.7,12.3,26.9,3.8,4.4,23.8,27.5,36.3,4.4,30.6,65.1,27.2,59,90.1,19,45.9,41.3,35.6,23.1,43.8,24.4,22.5,9.4,4.47,27.1
Blandino, Alex,Alex Blandino,CIN,607468,2021,29,70,82,0,8,34.1,9.8,0.2,0.257,0.317,5,0,1,0,0,4,0,0,0,9,0,0,85.4,13.6,33.3,0,14.3,23.8,19,33.3,9.5,31,52.2,18.1,37.5,79.8,31,35.3,33.3,38.1,28.6,35.7,21.4,28.6,14.3,4.9,25
Freeland, Kyle,Kyle Freeland,COL,607536,2021,28,33,40,0,2,42.5,5,0.182,0.212,0.2,4,0,0,0,0,0,0,4,1,3,5,0,86.9,15.6,19,0,0,19,28.6,4.8,47.6,14.3,68.1,28,28.6,53.1,42.9,51.6,28.6,42.9,28.6,52.4,28.6,9.5,9.5,,24.9
Pillar, Kevin,Kevin Pillar,NYM,607680,2021,32,325,347,15,11,23.3,3.2,0.231,0.415,0.277,47,3,4,5,0,10,0,0,1,40,1,0,85.8,20.2,34.7,7.3,6.5,23.3,34.3,25.3,3.3,31.8,71.3,36,56.3,85.4,24.6,52.6,42,34.3,23.7,35.9,30.6,19.2,14.3,4.41,27.6
Stallings, Jacob,Jacob Stallings,PIT,607732,2021,32,374,427,8,49,19.9,11.5,0.246,0.369,0.335,53,0,0,10,0,2,0,0,2,38,2,4,88.1,10.7,37.1,4.5,5.8,29.9,23,32.3,4.5,36.4,64.9,23.4,53.5,86.4,23.3,42.5,35.1,44,21,44.7,23.4,27.1,4.8,4.89,24.1
Ramirez, Jose,Jose Ramirez,CLE,608070,2021,29,552,636,36,72,13.7,11.3,0.266,0.538,0.355,103,4,27,13,0,7,10,0,5,111,5,1,90,18.3,33.4,11.1,4.9,22.8,31.7,24.9,3.4,42.4,64.4,24.1,71.1,91.1,14.9,43,54.7,30.2,15.1,36.2,27,24,12.8,4.34,28.2
Bregman, Alex,Alex Bregman,HOU,608324,2021,27,348,400,12,44,13.3,11,0.27,0.422,0.355,55,0,1,13,0,4,4,0,4,54,4,0,89,15.9,33.8,6.4,7,24.7,29.8,29.1,2.7,38.1,64.9,17.1,65.7,91.8,13.5,41.4,48.2,33.1,18.7,41.5,27.1,23.1,8.4,4.68,25.6
De Jong, Chase,Chase De Jong,PIT,608328,2021,28,12,15,0,0,33.3,0,0.083,0.167,0.067,0,0,0,0,0,0,0,3,0,1,3,0,83.6,1.2,20,0,0,10,10,40,40,10,67.9,41.7,20,63.2,29.2,60,20,40,40,80,0,10,10,,24.6
Fried, Max,Max Fried,ATL,608331,2021,27,55,67,0,4,26.9,6,0.273,0.327,0.284,5,0,0,0,0,0,0,8,0,7,8,1,90.3,-0.5,31.1,0,8.9,22.2,13.3,33.3,22.2,33.3,67.1,21.4,40.9,70.4,28.3,48.2,15.6,53.3,31.1,62.2,8.9,28.9,0,,26.1
Gallo, Joey,Joey Gallo,TEX,608336,2021,28,498,616,38,111,34.6,18,0.199,0.458,0.351,77,0,6,6,0,6,5,0,1,90,1,0,91.5,22.7,29,18.2,3.8,16.1,31.5,22.7,6.6,45.6,64.4,18.9,35.5,68.7,38.8,40.4,43,34.3,22.7,36.4,35.7,15.7,12.2,4.53,27.4
Kelly, Carson,Carson Kelly,ARI,608348,2021,27,304,359,13,44,20.6,12.3,0.24,0.411,0.343,46,0,0,10,0,6,1,0,5,41,5,0,88.2,18.6,37.9,8.5,5.5,26.8,31.9,26,1.3,34,62.4,22.3,55.1,82.3,25,42,38.3,32.3,29.4,31.9,32.8,26.4,8.9,4.8,25.6
Seager, Corey,Corey Seager,LAD,608369,2021,27,353,409,16,48,16.1,11.7,0.306,0.521,0.394,57,1,1,8,0,5,2,0,3,54,3,0,91,10.7,36.6,12.4,9.7,22.1,20.7,31,4.1,49.3,81.5,26.9,41.2,82.8,28.1,53.3,33.8,42.1,24.1,46.6,24.1,25.2,4.1,4.6,26.5
Williams, Nick,Nick Williams,CWS,608384,2021,28,10,13,0,1,30.8,7.7,0,0,0.231,0,0,0,1,0,2,0,0,0,2,0,0,86,13.9,33.3,0,0,16.7,33.3,33.3,16.7,33.3,65,23.1,33.3,69.2,42.1,41.3,33.3,16.7,50,50,16.7,16.7,16.7,,
