"last_name","first_name","name","team","player_id","year","PC1","PC2","PC3","PC4","PC5","PC6"
"Arauz"," Jonathan","Jonathan Arauz","BOS",660620,2021,0.828196415563628,1.26012171196199,1.15615918135745,-0.0157739454039119,0.460298028799172,1.41657468598676
"Ynoa"," Huascar","Huascar Ynoa","ATL",660623,2021,2.04084016426539,0.0591688791940971,-2.37408606725945,-0.532396667081996,-1.82843561678854,-0.425726587743389
"Hernandez"," Yonny","Yonny Hernandez","TEX",660634,2021,-1.58777592718689,-2.38470220355647,3.53312349413177,-1.55660815541485,0.272727806872184,0.317092547002589
"Brujan"," Vidal","Vidal Brujan","TB",660644,2021,1.35881511309108,-7.56894223927176,7.02163499916577,0.550494335048354,-0.516837477498239,0.395390266198643
"Acuna Jr."," Ronald","Ronald Acuna Jr.","ATL",660670,2021,-3.72157769492247,-2.68233355583507,-1.27108960203233,-0.172947980741875,0.404932709795675,0.176841351277965
"Ruiz"," Keibert","Keibert Ruiz","WSH",660688,2021,-1.63980040447824,2.16723793896235,1.82220206157002,-2.01913062845125,0.618407252052974,-0.191998396526492
"Tejeda"," Anderson","Anderson Tejeda","TEX",660731,2021,3.41708448993907,-9.19335673494615,3.23548507892136,0.751795069154219,-0.45554246406863,1.45542289736484
"Sanchez"," Jesus","Jesus Sanchez","MIA",660821,2021,-1.49727856411312,0.181593287908103,-1.29354255343566,-0.353329477491886,-0.291101079169253,-0.294802739244949
"Park"," Hoy","Hoy Park","PIT",660829,2021,-0.137774916559155,-0.158643123752779,0.0647837341767031,-0.693806793572177,0.0173511453249334,0.885957323989242
"Gutierrez"," Vladimir","Vladimir Gutierrez","CIN",661269,2021,5.32247512007228,0.988812591852281,0.844296150264417,1.82152858707083,-0.536472866691657,-0.753588198783303
"Contreras"," William","William Contreras","ATL",661388,2021,0.00477541063217956,0.141972083771135,-1.53606407143039,0.154119271765177,-0.553079524449419,-0.82663133249908
"Varsho"," Daulton","Daulton Varsho","ARI",662139,2021,-1.02576784933272,-0.284470665652487,0.713033649441892,0.619015073676548,-0.684168945963616,0.808757057600888
"Jones"," Jahmai","Jahmai Jones","BAL",663330,2021,1.27965586864993,-0.878297614400451,0.975950039879842,-0.794198811015496,0.517662974606308,-0.190608330882081
"Nootbaar"," Lars","Lars Nootbaar","STL",663457,2021,-0.324077910644318,-0.49585122419989,0.672808579265333,-0.410277359730085,-0.338863866950201,1.16002940940601
"Nevin"," Tyler","Tyler Nevin","BAL",663527,2021,-1.04663068408574,0.570560394935145,-2.62864663612249,-0.779232680354325,2.12743504192378,4.10759355978178
"Hoerner"," Nico","Nico Hoerner","CHC",663538,2021,-2.19056964301103,-0.648240327734052,1.92549251949191,-1.46036125629114,0.263863680041905,0.0911927684024064
"Riley"," Austin","Austin Riley","ATL",663586,2021,-3.25280528200451,0.473016819475532,-1.48734911727696,1.30996136949562,0.243702416498075,-0.632421769626432
"Madrigal"," Nick","Nick Madrigal","CWS",663611,2021,-2.34522429733299,1.54860330856818,2.81903193452804,-0.820515163825249,0.339277511996999,-0.575454379872549
"Larnach"," Trevor","Trevor Larnach","MIN",663616,2021,-0.307859360244866,-0.42468827656997,-2.32191550379774,-0.471738443693738,0.43997060852012,-0.588870520856124
"Mountcastle"," Ryan","Ryan Mountcastle","BAL",663624,2021,-2.34663814535588,-0.240993907096418,-1.37566994356063,1.17925412144212,-0.255576504297035,0.0315198572474147
"McKenna"," Ryan","Ryan McKenna","BAL",663630,2021,0.215634310610905,-0.511834711049167,-0.690458949331236,-0.668463737032308,-1.38954320686832,-0.371092094559164
"Hayes"," Ke'Bryan","Ke'Bryan Hayes","PIT",663647,2021,-1.75754114264767,-0.0176367988045163,1.48763337057206,0.929984287617429,-0.324907524697043,-0.246393184780165
"Tucker"," Kyle","Kyle Tucker","HOU",663656,2021,-3.68721512714047,-0.0728760094934927,0.0512635894200105,1.14842289775173,-0.687811423005764,0.107982483160765
"Cameron"," Daz","Daz Cameron","DET",663662,2021,-0.553201208065929,-3.07973776110359,1.0105141309555,-0.497572031042177,-0.558871038709252,-0.761299419810934
"India"," Jonathan","Jonathan India","CIN",663697,2021,-3.23856593654106,-0.642239141465154,-0.498539081867437,0.526554901077977,1.32185795157697,-0.716929507969537
